Sentences,Question,word5,word4,word6,word1,word3,Ans,word2,lenth,Type,ID,practicetrials.thisRepN,practicetrials.thisTrialN,practicetrials.thisN,practicetrials.thisIndex,key_resp_12.keys,key_resp_12.rt,Atests1.keys,Atests1.rt,Atests2.keys,Atests2.rt,Atests3.keys,Atests3.rt,Atests4.keys,Atests4.rt,Atests5.keys,Atests5.rt,Atests6.keys,Atests6.rt,key_resp_8.keys,key_resp_8.corr,key_resp_8.rt,expName,participant,version,Grade,Gender,frameRate,session,date
????????????????????????????????????,????????????????????????,???,??????,?????????,??????,??????,f,??????,12,1,59,0,20,20,10,space,0.217133131,space,0.45042432,space,0.200697575,space,0.350423491,space,1.183876363,space,0.550462648,space,0.750459964,f,1,0.850414215,SPR,4,B,,f,59.48769669,1,2017_01_05_1208
????????????????????????????????????,???????????????????????????,???,??????,?????????,??????,??????,j,??????,12,1,64,0,21,21,15,space,0.233706055,space,0.267091506,space,0.2170905,space,0.317165144,space,0.517114697,space,0.517114302,space,1.583867442,j,1,4.367191413,SPR,4,B,,f,59.48769669,1,2017_01_05_1208
????????????????????€?€?????????€???,??????????????€????,??????,??€?€?,??€???,???,?????????,j,??????,12,3,60,0,22,22,19,space,0.317087381,space,0.267191374,space,0.250400557,space,0.283757982,space,0.317187249,space,0.283725614,space,0.350444806,j,1,1.267038217,SPR,4,B,,f,59.48769669,1,2017_01_05_1208
????????????????????????????????????,????????????????????????,???,?????????,??????,??????,??????,f,??????,12,1,63,0,23,23,14,space,0.267157427,space,0.26719769,space,0.283818771,space,0.283762324,space,0.40041384,space,0.500422168,space,1.850555135,j,0,5.167407649,SPR,4,B,,f,59.48769669,1,2017_01_05_1208
???????????????????????????????????????,???????????????????????????,???,??????,????????????,??????,??????,f,??????,13,1,53,0,0,0,12,space,0.700712377,space,0.833785633,space,0.650524661,space,0.533752752,space,0.433977711,space,0.433750739,space,1.300333274,f,1,5.850610003,SPR,4,B,,f,59.48769669,1,2017_01_05_1208
????€??????????????????????????????????,????€??????????????,?????????,???,??????,????€?,?????????,f,??????,13,3,53,0,1,1,20,space,0.38378289,space,0.333767673,space,0.467093559,space,0.433654029,space,0.40046555,space,0.3838121,space,0.350243492,f,1,2.983950494,SPR,4,B,,f,59.48769669,1,2017_01_05_1208
???????????????????????????????????????,???????????????????????????,???,??????,?????????,?????????,??????,f,??????,13,1,49,0,2,2,8,space,0.35047599,space,0.3004738,space,0.36702523,space,0.35041678,space,0.550554622,space,0.350450727,space,0.500443484,f,1,2.367006283,SPR,4,B,,f,59.48769669,1,2017_01_05_1208
????????€??????????????????????????????,???????????????????,?????????,???,??????,????????€???,??????,f,???,13,3,49,0,3,3,16,space,0.283679035,space,0.350160203,space,0.400488444,space,0.300461168,space,0.350507175,space,0.533811172,space,0.367065888,f,1,1.833807344,SPR,4,B,,f,59.48769669,1,2017_01_05_1208
???????????????????????????????????????,???????????????????,???,??????,?????????,????????????,??????,j,???,13,3,56,0,4,4,23,space,0.300540905,space,0.283772982,space,0.317145407,space,0.350433754,space,0.317085802,space,0.533811172,space,1.567126756,f,1,0.767036835,SPR,4,B,,f,59.48769669,1,2017_01_05_1208
????????????????????????????€?????€?,?€?????€????????????????,???,??????,?€?????€?,??????,??????,j,??????,12,1,56,0,5,5,15,space,0.383901705,space,0.417165973,space,0.583749811,space,0.483725693,space,0.467133822,space,0.367084835,space,1.750604832,j,1,3.583855205,SPR,4,B,,f,59.48769669,1,2017_01_05_1208
?????????????€?????????€?????????,?????????????????????,???,?????€,??????,??????,?€????,f,??????,11,2,17,0,6,6,0,space,0.383842495,space,0.417111499,space,0.317142249,space,0.333756225,space,0.43377087,space,0.433835212,space,1.083463036,f,1,0.900437326,SPR,4,B,,f,59.48769669,1,2017_01_05_1208
???????????€????????????????????????,??????????????€?????????,???,??????,?????????,??????,??????,j,?????€,12,2,20,0,7,7,3,space,0.300371958,space,0.317070408,space,0.283458379,space,0.283724035,space,0.36684681,space,0.333775567,space,1.000468944,j,1,1.000480392,SPR,4,B,,f,59.48769669,1,2017_01_05_1208
?€???????????????????????????€???,??€??????????€???????,???,??????,??€???,?€????,??????,j,??????,11,2,18,0,8,8,1,space,0.317161986,space,0.333791357,space,0.300328537,space,0.300452879,space,0.55043028,space,0.467149216,space,0.417127684,j,1,1.167361465,SPR,4,B,,f,59.48769669,1,2017_01_05_1208
?€?????????????????????????????????????,?€?????????????????,??????,???,????????????,?€????,??????,j,??????,13,3,54,0,9,9,21,space,0.300452484,space,0.266790324,space,0.217198262,space,0.350462964,space,0.350445201,space,0.283716535,space,0.600458918,f,0,1.367190229,SPR,4,B,,f,59.48769669,1,2017_01_05_1208
????????????????????????????????????,?????????????????????,???,?????????,??????,??????,??????,f,??????,12,1,51,0,10,10,10,space,0.450635108,space,0.46696606,space,0.250421872,space,0.367082072,space,0.500344406,space,0.450417609,space,2.333899909,f,1,3.400400813,SPR,4,B,,f,59.48769669,1,2017_01_05_1208
????????????????????€??????????????????,???????????????????,???,???,??????,?????????,??€??????,j,?????????,12,3,52,0,11,11,19,space,0.300405116,space,0.300504984,space,0.233935001,space,0.283737061,space,0.650608345,space,0.283806929,space,0.516851409,f,0,1.333985566,SPR,4,B,,f,59.48769669,1,2017_01_05_1208
????????????????????????????????????,????????????????????????,???,??????,?????????,??????,??????,f,??????,12,1,55,0,12,12,14,space,0.350333491,space,0.350500069,space,0.28372364,space,0.517172723,space,0.317121723,space,0.366956546,space,0.384020125,f,1,3.883765324,SPR,4,B,,f,59.48769669,1,2017_01_05_1208
?????????????????????????????????,?????????????????????,???,??????,??????,??????,??????,f,??????,11,2,19,0,13,13,2,space,0.33374991,space,0.216997737,space,0.250182269,space,0.283721272,space,0.36707023,space,0.400553181,space,2.833770239,f,1,0.800446366,SPR,4,B,,f,59.48769669,1,2017_01_05_1208
?????????????????????????????€??????,?????????????????????,???,??????,??€??????,??????,??????,j,??????,12,1,50,0,14,14,9,space,0.350408886,space,0.250381215,space,0.250444767,space,0.31705975,space,0.850473819,space,0.350449149,space,0.900414826,j,1,2.600614444,SPR,4,B,,f,59.48769669,1,2017_01_05_1208
????????????????????????????????????,??????????????????????,??????,??????,??????,??????,??????,f,??????,12,3,51,0,15,15,18,space,0.284134559,space,0.284097454,space,0.183766232,space,0.250402136,space,0.267027954,space,0.750174177,space,0.317103171,f,1,0.850493951,SPR,4,B,,f,59.48769669,1,2017_01_05_1208
????????????????????????????????????,????????????????????????,???,??????,??????,????????? ,??????,j,??????,12,2,24,0,16,16,7,space,0.267141637,space,0.300467879,space,0.26707098,space,0.300141433,space,0.333806357,space,0.45044603,space,0.48372964,j,1,1.20039955,SPR,4,B,,f,59.48769669,1,2017_01_05_1208
?????????????????????????????????,?????????????????????,???,??????,??????,??????,??????,f,??????,11,2,21,0,17,17,4,space,0.267091506,space,0.283894955,space,0.217156815,space,0.250413978,space,0.283730351,space,0.517128907,space,1.850307242,f,1,1.000617759,SPR,4,B,,f,59.48769669,1,2017_01_05_1208
?????????????????????????????????,?????????????????????,???,??????,??????,??????,??????,j,??????,11,2,22,0,18,18,5,space,0.267095059,space,0.183751627,space,0.217147341,space,0.317037645,space,0.500405195,space,0.383990125,space,0.367072598,j,1,5.550488306,SPR,4,B,,f,59.48769669,1,2017_01_05_1208
?????????????????????????????????,?????????????????????,???,??????,??????,??????,??????,f,??????,11,2,23,0,19,19,6,space,0.383764732,space,0.300430774,space,0.216817343,space,0.400394892,space,1.250461346,space,0.417102026,space,0.433978106,f,1,0.800392682,SPR,4,B,,f,59.48769669,1,2017_01_05_1208
????????????????????€??????????????????,??????????????????????,???,??€?????????,??????,??????,???,f,?????????,13,3,55,0,20,20,22,space,0.267177558,space,0.267285321,space,0.250359899,space,0.31713396,space,0.283858245,space,0.30045051,space,0.300459984,f,1,2.883902692,SPR,4,B,,f,59.48769669,1,2017_01_05_1208
????????????????????????????????????,?????????????????????,???,??????,?????????,??????,??????,j,??????,12,1,52,0,21,21,11,space,0.250453451,space,0.217087342,space,0.183966757,space,0.283480878,space,0.517134828,space,0.36712273,space,0.684030901,j,1,1.933839751,SPR,4,B,,f,59.48769669,1,2017_01_05_1208
????€???????????????????????????€???,?????????????????€????,???,??????,?????€???,????€????,??????,j,???,12,3,50,0,22,22,17,space,0.25044753,space,0.300420905,space,0.267102559,space,0.250398978,space,0.28347851,space,0.333739252,space,0.38396802,j,1,1.017136605,SPR,4,B,,f,59.48769669,1,2017_01_05_1208
????????????????????????????????????,?????????????????????,???,??????,??????,?????????,??????,j,??????,12,1,54,0,23,23,13,space,0.250428978,space,0.266782034,space,0.383794732,space,0.417106763,space,0.383795127,space,0.350425464,space,0.833802212,j,1,3.834145236,SPR,4,B,,f,59.48769669,1,2017_01_05_1208
?????????????????????????????????,?????????????????????,???,??????,??????,??????,??????,j,??????,11,2,16,0,0,0,7,space,0.667436267,space,0.650388873,space,0.416918869,space,0.600453787,space,0.500393353,space,0.767218019,space,2.417093342,j,1,1.650429136,SPR,4,B,,f,59.48769669,1,2017_01_05_1208
????????????????????????????????????,??????????????????????,??????,???,?????????,??????,??????,j,??????,12,3,46,0,1,1,21,space,0.38373789,space,0.400436339,space,0.267036243,space,0.300386563,space,0.367175229,space,0.300388932,space,0.517094171,j,1,1.733561779,SPR,4,B,,f,59.48769669,1,2017_01_05_1208
???????????????????????????????????????,??????????????????????,??????,???,??????,?????????,????????????,f,?????????,13,3,47,0,2,2,22,space,0.233805528,space,0.333726226,space,0.250647266,space,0.466837771,space,0.383645522,space,0.43373337,space,0.433794949,f,1,1.284156269,SPR,4,B,,f,59.48769669,1,2017_01_05_1208
????€???????????????€????????????,????€????????????????,???,??€???,??????,????€?,??????,f,??????,11,2,13,0,3,3,4,space,0.400425287,space,0.250430557,space,0.300545247,space,0.267184663,space,0.516796541,space,0.267205584,space,0.333785041,f,1,0.767049072,SPR,4,B,,f,59.48769669,1,2017_01_05_1208
????????????????????????????€????,?????????????€???????,???,??????,?€????,??????,??????,f,??????,11,2,11,0,4,4,2,space,0.317119749,space,0.317116986,space,0.283789956,space,0.300467484,space,0.334499905,space,0.250505161,space,0.283849166,f,1,0.850652634,SPR,4,B,,f,59.48769669,1,2017_01_05_1208
?????????????????????????????????,?????????????????????,???,??????,??????,??????,??????,j,??????,11,2,12,0,5,5,3,space,0.383838153,space,0.250451477,space,0.283789956,space,0.300579589,space,0.367042599,space,0.367050099,space,0.317206986,j,1,1.967218097,SPR,4,B,,f,59.48769669,1,2017_01_05_1208
???????????????????????????????????????,??????????????????????,???,??????,??????,??????,?????????,f,?????????,13,3,41,0,6,6,16,space,0.200504155,space,0.31699225,space,0.250466872,space,0.233793291,space,0.450428662,space,0.36708444,space,0.400482129,f,1,0.66707469,SPR,4,B,,f,59.48769669,1,2017_01_05_1208
????????????????????????????????????,????????????????????????,???,?????????,??????,??????,??????,j,??????,12,1,46,0,7,7,13,space,0.233652766,space,0.267146374,space,0.217035632,space,0.283765482,space,0.317109881,space,0.467196584,space,1.233746318,f,0,7.417115447,SPR,4,B,,f,59.48769669,1,2017_01_05_1208
?????????????????????????????????,?????????????????????,???,??????,??????,??????,??????,j,??????,11,2,10,0,8,8,1,space,0.400463181,space,0.400452524,space,0.500403616,space,0.433737712,space,0.383791969,space,0.85051053,space,1.00045276,j,1,1.250426214,SPR,4,B,,f,59.48769669,1,2017_01_05_1208
????????????????????????????????????,????????????????????????,???,??????,??????,?????????,??????,f,??????,12,1,41,0,9,9,8,space,0.333718726,space,0.450211558,space,0.317025013,space,0.467168953,space,0.567264518,space,0.433372978,space,0.600747864,f,1,0.967109546,SPR,4,B,,f,59.48769669,1,2017_01_05_1208
???????????€???????????????????????????,???????????€????????????,?????????,???,??????,?????????,??????,j,??€???,13,3,48,0,10,10,23,space,0.233661055,space,0.333796488,space,0.250389109,space,0.300395642,space,0.41713242,space,0.300370379,space,0.300661693,f,1,0.833898132,SPR,4,B,,f,59.48769669,1,2017_01_05_1208
??????????????????????????€????????????,???????????????????,???,??€??????,???,??????,?????????,j,?????????,13,3,42,0,11,11,17,space,0.350434149,space,0.333731752,space,0.317082644,space,0.317003303,space,0.567074256,space,0.467066322,space,0.333822146,f,0,1.867057006,SPR,4,B,,f,59.48769669,1,2017_01_05_1208
???????????????????????????????????????,??????????????????????,??????,?????????,??????,??????,?????????,j,???,13,3,44,0,12,12,19,space,0.46709948,space,0.450400241,space,0.233771186,space,0.283804166,space,0.417238999,space,0.383805784,space,0.383833021,j,1,2.517183775,SPR,4,B,,f,59.48769669,1,2017_01_05_1208
??????????????????????€?????€???????,?€?????????????????€????,???,????€?,?€???????,??????,??????,j,??????,12,1,48,0,13,13,15,space,0.30052472,space,0.517085486,space,0.300280775,space,0.217101552,space,0.383738285,space,0.350462175,space,2.767191571,j,1,2.917508405,SPR,4,B,,f,59.48769669,1,2017_01_05_1208
???????????????????????????????????????,??????????????????????,???,??????,??????,????????????,?????????,f,???,13,3,43,0,14,14,18,space,0.283855481,space,0.367101809,space,0.200367971,space,0.233716713,space,0.250489372,space,0.283801798,space,0.366665627,f,1,1.450473662,SPR,4,B,,f,59.48769669,1,2017_01_05_1208
????????????????????????????????????,????????????????????????,???,??????,??????,?????????,??????,f,??????,12,2,9,0,15,15,0,space,0.283928507,space,0.28382035,space,0.233753028,space,0.300415774,space,0.433732976,space,0.417040447,space,0.483802271,f,1,1.150465254,SPR,4,B,,f,59.48769669,1,2017_01_05_1208
?€????????????????????????????????????????,?€????????????????????,???,????????????,??????,?€????,?????????,f,??????,11,3,45,0,16,16,20,space,0.300439853,space,0.250411215,space,0.283436273,space,0.250419109,space,0.317077118,space,0.300538141,space,0.317078697,f,1,1.017050947,SPR,4,B,,f,59.48769669,1,2017_01_05_1208
??€???????€€????€??€????????????????,??€???????€€????????????,???,?€????,?????????,??€???,????€?,f,????€€,12,1,43,0,17,17,10,space,0.25044753,space,0.200482839,space,0.217135499,space,0.233843422,space,0.517329038,space,0.500186907,space,0.350469675,f,1,0.717016092,SPR,4,B,,f,59.48769669,1,2017_01_05_1208
????????????????????????????????????,????????????????????????,???,?????????,??????,??????,??????,f,??????,12,1,45,0,18,18,12,space,0.267167295,space,0.233790923,space,0.367068256,space,0.25038753,space,0.267089532,space,0.433669818,space,0.317036855,j,0,2.750433122,SPR,4,B,,f,59.48769669,1,2017_01_05_1208
????????????????????????????????????,????????????????????????,???,??????,?????????,??????,??????,f,??????,12,1,47,0,19,19,14,space,0.367018125,space,0.35031257,space,0.350226124,space,0.300436695,space,0.600222472,space,0.367101414,space,1.117057302,f,1,6.350644937,SPR,4,B,,f,59.48769669,1,2017_01_05_1208
?????????????????????????????????,?????????????????????,???,??????,??????,??????,??????,f,??????,11,2,15,0,20,20,6,space,0.367089967,space,0.217170236,space,0.250502003,space,0.366886284,space,0.466978296,space,0.383766311,space,1.583651522,f,1,2.467075401,SPR,4,B,,f,59.48769669,1,2017_01_05_1208
????????????????????????????????????,????????????????????????,???,?????????,??????,??????,??????,j,??????,12,1,44,0,21,21,11,space,0.250427793,space,0.233790923,space,0.217337998,space,1.583872968,space,0.533795778,space,0.35052849,space,0.317131591,j,1,4.550330018,SPR,4,B,,f,59.48769669,1,2017_01_05_1208
???????€?????????????????????????,???????€?????????????,???,??????,??????,??????,??????,j,?€????,11,1,42,0,22,22,9,space,0.217227472,space,0.283787587,space,0.233826843,space,0.283780877,space,0.250384767,space,0.433871922,space,0.30038459,j,1,2.200524286,SPR,4,B,,f,59.48769669,1,2017_01_05_1208
?????????????????????????????????,?????????????????????,???,??????,??????,??????,??????,j,??????,11,2,14,0,23,23,5,space,0.233812633,space,0.233761712,space,0.25036661,space,0.267159006,space,0.283789956,space,0.316992645,space,0.533694726,j,1,1.383762758,SPR,4,B,,f,59.48769669,1,2017_01_05_1208
???????????????????????????????????????,??????????????????????,??????,??????,??????,??????,????????????,j,???,13,3,40,0,0,0,23,space,0.5506837,space,2.200156789,space,0.433671792,space,0.28373193,space,0.300484063,space,0.333809909,space,0.400432392,f,1,1.01706121,SPR,4,B,,f,59.48769669,1,2017_01_05_1208
?????????????????????????????????,????????????????????????,???,??????,??????,??????,??????,f,??????,11,1,39,0,1,1,14,space,0.283854297,space,0.383701969,space,0.200553891,space,0.617087105,space,0.283642325,space,0.450374978,space,0.567090835,j,1,5.617221709,SPR,4,B,,f,59.48769669,1,2017_01_05_1208
?????????????????????????????????,?????????????????????,???,??????,??????,??????,??????,f,??????,11,2,5,0,2,2,4,space,0.433779554,space,0.867050296,space,0.417067684,space,0.250421872,space,0.700291196,space,0.483606088,space,0.43368916,f,1,2.9677277,SPR,4,B,,f,59.48769669,1,2017_01_05_1208
???????????????????????????????????????,???????????????????,??????,??????,??????,?????????,??????,f,??????,13,3,37,0,3,3,20,space,0.350140466,space,0.233763291,space,0.216993,space,0.317048302,space,0.383765521,space,0.400545286,space,0.633756344,f,1,2.400639233,SPR,4,B,,f,59.48769669,1,2017_01_05_1208
?????????????€??????????????????????,???????????????????,???,??????,??????,??????,??????,f,???????€?,12,3,35,0,4,4,18,space,0.500516905,space,0.333547016,space,0.250431346,space,0.367014178,space,0.566695311,space,0.333731752,space,0.333686752,f,1,2.500583615,SPR,4,B,,f,59.48769669,1,2017_01_05_1208
??????????€????????????????????????????,??????????????????????,???,?????????,??????,??????,?????????,j,????€?,13,3,36,0,5,5,19,space,0.267102559,space,0.333787804,space,0.350488622,space,0.300596957,space,0.267288479,space,0.600377603,space,0.417009263,j,1,0.867075164,SPR,4,B,,f,59.48769669,1,2017_01_05_1208
?€???????????????????????????????,?????????????€???????,???,??????,??????,?€????,??????,j,??????,11,2,4,0,6,6,3,space,0.267077296,space,0.300433932,space,0.267139664,space,0.317158828,space,0.233852896,space,0.28343351,space,0.250373715,j,1,4.967476649,SPR,4,B,,f,59.48769669,1,2017_01_05_1208
???????????????????????€?€?????????????,???????????????????,??????,??€?€?,??????,??????,?????????,j,??????,13,3,38,0,7,7,21,space,0.317085013,space,0.283834166,space,0.233752633,space,0.167040151,space,0.400450945,space,0.300343143,space,0.517144302,j,1,2.233888027,SPR,4,B,,f,59.48769669,1,2017_01_05_1208
?????????????????????????????????,?????????????????????,???,??????,??????,??????,??????,j,??????,11,1,38,0,8,8,13,space,0.28349272,space,0.317050276,space,0.283792719,space,0.517038513,space,0.300039987,space,0.333795699,space,0.317167118,j,1,4.083925665,SPR,4,B,,f,59.48769669,1,2017_01_05_1208
?????????????????????????????????,?????????????????????,???,??????,??????,??????,??????,f,??????,11,2,7,0,9,9,6,space,0.233865527,space,0.300447747,space,0.216938527,space,0.267117164,space,0.65026611,space,0.283487194,space,1.183813205,f,1,1.400520023,SPR,4,B,,f,59.48769669,1,2017_01_05_1208
????????€???????????????????€??????????,???????€??????????????,?€?,??????,?????????,??????,??????,f,??€??????,12,3,33,0,10,10,16,space,0.217073921,space,0.400437918,space,0.233798028,space,0.217145368,space,0.350417175,space,0.183685706,space,0.283818376,f,1,0.883699403,SPR,4,B,,f,59.48769669,1,2017_01_05_1208
????????????????????????????????????,?????????????????????,???,??????,?????????,??????,??????,j,??????,12,1,36,0,11,11,11,space,0.267232032,space,0.283736272,space,0.517100881,space,0.517074039,space,0.250153453,space,0.350448754,space,0.367224966,j,1,2.500649141,SPR,4,B,,f,59.48769669,1,2017_01_05_1208
????????????????????€????????????,?????????????????????,???,??€???,??????,??????,??????,f,??????,11,1,33,0,12,12,8,space,0.200311524,space,0.233601845,space,0.167113177,space,0.316736857,space,0.350606253,space,0.33382412,space,0.383647891,f,1,0.817086394,SPR,4,B,,f,59.48769669,1,2017_01_05_1208
?????????????????????????????????,?????????????????????,???,??????,??????,??????,??????,j,??????,11,2,2,0,13,13,1,space,0.367229703,space,0.233553687,space,0.267200848,space,0.217114184,space,0.400394498,space,0.317080671,space,1.96723665,j,1,1.800617286,SPR,4,B,,f,59.48769669,1,2017_01_05_1208
?????????????????????????????????,????????????????????????,???,??????,??????,??????,??????,j,??????,11,1,40,0,14,14,15,space,0.216875369,space,0.35042507,space,0.233764475,space,0.23376566,space,0.217060105,space,0.2672719,space,0.333768462,j,1,7.684193532,SPR,4,B,,f,59.48769669,1,2017_01_05_1208
?????????????????????????????????,?????????????????????,???,??????,??????,??????,??????,j,??????,11,1,34,0,15,15,9,space,0.266836902,space,0.200422839,space,0.183634391,space,0.217125236,space,0.400135157,space,0.350491385,space,0.917170118,j,1,1.200142578,SPR,4,B,,f,59.48769669,1,2017_01_05_1208
?????????????????????????????????,?????????????????????,???,??????,??????,??????,??????,f,??????,11,1,35,0,16,16,10,space,0.26707769,space,0.317438695,space,0.283625351,space,0.300255117,space,0.300628536,space,0.433827712,space,0.317063697,f,1,1.535567346,SPR,4,B,,f,59.48769669,1,2017_01_05_1208
??????????€???€????????????????????????,??????????????????????,?????????,???,?????????,???,??€???,f,???????€?,13,3,39,0,17,17,22,space,0.200464681,space,0.28385785,space,0.367130624,space,0.433898764,space,0.266756771,space,0.23377237,space,0.31696975,f,1,0.983811942,SPR,4,B,,f,59.48769669,1,2017_01_05_1208
?????????????????????????????????,?????????????????????,???,??????,??????,??????,??????,f,??????,11,2,1,0,18,18,0,space,0.250442004,space,0.633928053,space,0.283817192,space,0.267032691,space,0.233770791,space,0.317130012,space,0.283710219,f,1,0.866864771,SPR,4,B,,f,59.48769669,1,2017_01_05_1208
