Sentences,Question,word5,word4,word6,word1,word3,Ans,word2,lenth,Type,ID,practicetrials.thisRepN,practicetrials.thisTrialN,practicetrials.thisN,practicetrials.thisIndex,key_resp_12.keys,key_resp_12.rt,Atests1.keys,Atests1.rt,Atests2.keys,Atests2.rt,Atests3.keys,Atests3.rt,Atests4.keys,Atests4.rt,Atests5.keys,Atests5.rt,Atests6.keys,Atests6.rt,key_resp_8.keys,key_resp_8.corr,key_resp_8.rt,expName,participant,version,Grade,Gender,frameRate,session,date
????????????????????????????????????,????????????????????????,???,?????????,??????,??????,??????,j,??????,12,1,46,0,14,14,13,space,0.35047678,space,0.533453148,space,0.366976283,space,0.450399451,space,0.683692219,space,0.467126716,space,0.833772607,j,1,1.133480622,SPR,2,B,,f,59.99400853,1,2017_01_04_1723
??????????????????????€?????€???????,?€?????????????????€????,???,????€?,?€???????,??????,??????,j,??????,12,1,48,0,15,15,15,space,0.433804817,space,0.517158512,space,0.467035928,space,0.38374539,space,0.700605009,space,0.550390807,space,0.767084204,j,1,0.917049724,SPR,2,B,,f,59.99400853,1,2017_01_04_1723
?????????????????????????????????,?????????????????????,???,??????,??????,??????,??????,f,??????,11,2,15,0,16,16,6,space,0.500446642,space,0.517099697,space,0.433691134,space,0.450133006,space,0.533507622,space,0.517335748,space,0.550916988,f,1,0.800122683,SPR,2,B,,f,59.99400853,1,2017_01_04_1723
?????????????????????????????????,?????????????????????,???,??????,??????,??????,??????,j,??????,11,2,16,0,17,17,7,space,0.367052862,space,0.46732882,space,0.317062118,space,0.350364675,space,0.367116414,space,0.750467464,space,0.633737397,j,1,0.917048539,SPR,2,B,,f,59.99400853,1,2017_01_04_1723
???????????????????????????????????????,??????????????????????,???,??????,??????,??????,?????????,f,?????????,13,3,41,0,18,18,16,space,0.33376412,space,0.333841883,space,0.450506424,space,0.450638266,space,0.317012382,space,0.317147381,space,0.383773416,f,1,1.15036736,SPR,2,B,,f,59.99400853,1,2017_01_04_1723
?€????????????????????????????????????????,?€????????????????????,???,????????????,??????,?€????,?????????,f,??????,11,3,45,0,19,19,20,space,0.350533227,space,0.383743811,space,0.300410642,space,0.31706725,space,0.517104434,space,0.600448655,space,0.650443741,f,1,0.9837626,SPR,2,B,,f,59.99400853,1,2017_01_04_1723
????????????????????????????????????,????????????????????????,???,??????,?????????,??????,??????,f,??????,12,1,47,0,20,20,14,space,0.417123341,space,0.467120795,space,0.450432609,space,0.35031336,space,0.633495424,space,0.383778548,space,0.683824061,j,0,0.767165519,SPR,2,B,,f,59.99400853,1,2017_01_04_1723
???????????????????????????????????????,??????????????????????,???,??????,??????,????????????,?????????,f,???,13,3,43,0,21,21,18,space,0.50030138,space,0.666955875,space,0.65047374,space,0.433612187,space,0.333815041,space,0.350399412,space,0.383687364,f,1,1.133775488,SPR,2,B,,f,59.99400853,1,2017_01_04_1723
??????????????????????????€????????????,???????????????????,???,??€??????,???,??????,?????????,j,?????????,13,3,42,0,22,22,17,space,1.317179749,space,0.400869363,space,0.317042381,space,0.500176644,space,0.466928165,space,0.300132749,space,0.433789817,j,1,0.733767041,SPR,2,B,,f,59.99400853,1,2017_01_04_1723
????????????????????????????€????,?????????????€???????,???,??????,?€????,??????,??????,f,??????,11,2,11,0,23,23,2,space,0.350495727,space,0.400372392,space,0.283546404,space,0.300510115,space,0.467037112,space,0.500495589,space,0.599457477,f,1,0.600567865,SPR,2,B,,f,59.99400853,1,2017_01_04_1723
?€???????????????????????????????,?????????????€???????,???,??????,??????,?€????,??????,j,??????,11,2,4,0,0,0,3,space,1.767391307,space,0.417175052,space,0.28379785,space,0.400497918,space,0.317132776,space,0.400566602,space,0.483450563,j,1,0.850418557,SPR,2,B,,f,59.99400853,1,2017_01_04_1723
???????????????????????????????????????,???????????????????,??????,??????,??????,?????????,??????,f,??????,13,3,37,0,1,1,20,space,0.317233038,space,0.533387622,space,0.317101592,space,0.317156854,space,0.267042164,space,0.434144289,space,0.400518049,f,1,1.017003579,SPR,2,B,,f,59.99400853,1,2017_01_04_1723
?????????????????????????????????,?????????????????????,???,??????,??????,??????,??????,f,??????,11,1,35,0,2,2,10,space,0.400469102,space,0.417051895,space,0.367037072,space,0.317182512,space,0.401344229,space,0.350445991,space,0.767063283,f,1,0.917117223,SPR,2,B,,f,59.99400853,1,2017_01_04_1723
?????????????????????????????????,????????????????????????,???,??????,??????,??????,??????,j,??????,11,1,40,0,3,3,15,space,0.367173256,space,0.333776752,space,0.283422063,space,0.433713634,space,0.967102046,space,0.550544753,space,0.933725278,j,1,0.78367489,SPR,2,B,,f,59.99400853,1,2017_01_04_1723
?????????????????????????????????,?????????????????????,???,??????,??????,??????,??????,j,??????,11,1,34,0,4,4,9,space,1.350445201,space,0.367064704,space,0.317063697,space,0.317076723,space,0.36711523,space,0.400499497,space,0.483780956,j,1,1.850537372,SPR,2,B,,f,59.99400853,1,2017_01_04_1723
???????????????????????????????????????,??????????????????????,??????,??????,??????,??????,????????????,j,???,13,3,40,0,5,5,23,space,0.4671879,space,0.550501332,space,0.400493181,space,0.517035355,space,0.300477747,space,0.383488023,space,0.367131809,f,1,1.000573944,SPR,2,B,,f,59.99400853,1,2017_01_04_1723
?????????????????????????????????,?????????????????????,???,??????,??????,??????,??????,f,??????,11,2,3,0,6,6,2,space,0.567109782,space,0.450345768,space,0.583820468,space,1.067132085,space,0.250406083,space,0.566768732,space,0.550416465,f,1,0.800630312,SPR,2,B,,f,59.99400853,1,2017_01_04_1723
?????????????????????????????????,????????????????????????,???,??????,??????,??????,??????,f,??????,11,1,39,0,7,7,14,space,1.333852146,space,0.367036678,space,0.317055408,space,0.466979481,space,0.300453668,space,0.367204834,space,0.650422425,j,1,1.200737048,SPR,2,B,,f,59.99400853,1,2017_01_04_1723
?????????????????????????????????,?????????????????????,???,??????,??????,??????,??????,j,??????,11,1,38,0,8,8,13,space,0.966472049,space,0.48404898,space,0.250428583,space,0.367045362,space,0.483830692,space,0.433730607,space,0.533783936,j,1,2.55021515,SPR,2,B,,f,59.99400853,1,2017_01_04_1723
???????????????????????€?€?????????????,???????????????????,??????,??€?€?,??????,??????,?????????,j,??????,13,3,38,0,9,9,21,space,0.567189124,space,0.40035384,space,0.266968349,space,0.383769074,space,0.300382616,space,0.367083651,space,0.400476208,j,1,1.650465451,SPR,2,B,,f,59.99400853,1,2017_01_04_1723
?????????????????????????????????,?????????????????????,???,??????,??????,??????,??????,f,??????,11,2,5,0,10,10,4,space,0.316835935,space,0.400456471,space,0.300304064,space,1.267102559,space,0.467119217,space,0.500520852,space,0.883745982,f,1,1.500407169,SPR,2,B,,f,59.99400853,1,2017_01_04_1723
?????????????????????????????????,?????????????????????,???,??????,??????,??????,??????,f,??????,11,2,1,0,11,11,0,space,0.383975915,space,0.450398662,space,0.433820212,space,0.350342176,space,0.533687226,space,0.367205624,space,0.533762225,f,1,0.88377914,SPR,2,B,,f,59.99400853,1,2017_01_04_1723
????????????????????????????????????,?????????????????????,???,??????,?????????,??????,??????,j,??????,12,1,36,0,12,12,11,space,0.400440287,space,0.433809554,space,0.483405958,space,0.500440326,space,0.467051717,space,0.417414261,space,0.750439833,j,1,1.400451339,SPR,2,B,,f,59.99400853,1,2017_01_04_1723
????????????????????????????????????,??????????????????????,??????,???,??????,??????,???,j,????????????,12,3,34,0,13,13,17,space,0.367138124,space,0.400431208,space,0.25061095,space,0.55034107,space,0.617235525,space,0.517066539,space,0.500428484,j,1,1.333867146,SPR,2,B,,f,59.99400853,1,2017_01_04_1723
??????????€???€????????????????????????,??????????????????????,?????????,???,?????????,???,??€???,f,???????€?,13,3,39,0,14,14,22,space,0.51710996,space,0.683787745,space,1.383701969,space,0.317054618,space,0.367170887,space,0.433748765,space,0.367147203,f,1,1.182443477,SPR,2,B,,f,59.99400853,1,2017_01_04_1723
????????????????????€????????????,?????????????????????,???,??€???,??????,??????,??????,f,??????,11,1,33,0,15,15,8,space,0.533995908,space,0.483807798,space,0.350441254,space,0.30040709,space,0.583838626,space,0.433886922,space,0.550463833,f,1,0.733903225,SPR,2,B,,f,59.99400853,1,2017_01_04_1723
????????€????????????????????????,?????????????????????,???,??????,??????,??????,??????,j,??€???,11,2,8,0,16,16,7,space,0.317135144,space,0.433657976,space,0.533724331,space,0.75051128,space,0.833859843,space,0.333813462,space,0.483797534,j,1,1.000459471,SPR,2,B,,f,59.99400853,1,2017_01_04_1723
?????????????????????????????????,?????????????????????,???,??????,??????,??????,??????,j,??????,11,2,6,0,17,17,5,space,0.366846416,space,0.350159413,space,0.317094881,space,0.61711671,space,0.317069223,space,0.433807186,space,0.533864067,j,1,1.033776238,SPR,2,B,,f,59.99400853,1,2017_01_04_1723
?????????????????????????????????,?????????????????????,???,??????,??????,??????,??????,j,??????,11,2,2,0,18,18,1,space,0.583809416,space,0.383770258,space,0.33317044,space,0.283890613,space,0.950087414,space,0.483727272,space,0.450381294,j,1,1.133767199,SPR,2,B,,f,59.99400853,1,2017_01_04_1723
???????????€?????????????????????,????????????????????????,???,??????,??????,??????,??????,f,?????€,11,1,37,0,19,19,12,space,0.300459984,space,0.400430813,space,0.316995013,space,0.367077335,space,0.783427392,space,0.483748193,space,0.583874942,f,1,2.600493655,SPR,2,B,,f,59.99400853,1,2017_01_04_1723
????????€???????????????????€??????????,???????€??????????????,?€?,??????,?????????,??????,??????,f,??€??????,12,3,33,0,20,20,16,space,0.383782495,space,0.400452129,space,0.483776613,space,0.250423057,space,0.283766666,space,0.317095276,space,0.350438885,f,1,0.867056217,SPR,2,B,,f,59.99400853,1,2017_01_04_1723
?????????????€??????????????????????,???????????????????,???,??????,??????,??????,??????,f,???????€?,12,3,35,0,21,21,18,space,0.317106328,space,0.517061802,space,0.450414057,space,0.283722851,space,0.334163591,space,0.36710023,space,0.250461346,f,1,0.96724415,SPR,2,B,,f,59.99400853,1,2017_01_04_1723
?????????????????????????????????,?????????????????????,???,??????,??????,??????,??????,f,??????,11,2,7,0,22,22,6,space,0.350399017,space,0.400385813,space,0.250505951,space,0.383717364,space,0.567058467,space,0.483758456,space,0.567067941,f,1,1.20046705,SPR,2,B,,f,59.99400853,1,2017_01_04_1723
??????????€????????????????????????????,??????????????????????,???,?????????,??????,??????,?????????,j,????€?,13,3,36,0,23,23,19,space,0.333756225,space,0.43374087,space,0.31864895,space,0.383763943,space,0.300476168,space,0.383784863,space,0.350383623,j,1,0.950357412,SPR,2,B,,f,59.99400853,1,2017_01_04_1723
????????????????????????????????????,????????????????????????,???,?????????,??????,??????,??????,j,??????,12,1,60,0,0,0,11,space,0.900583773,space,0.416764133,space,0.767136703,space,0.333402543,space,0.867127269,space,0.583822837,space,0.617085921,j,1,3.117132697,SPR,2,B,,f,59.99400853,1,2017_01_04_1723
???????????????????????????????????????,???????????????????,???,??????,??????,?????????,?????????,f,??????,13,3,61,0,1,1,20,space,0.41711742,space,0.46711369,space,0.467051717,space,0.300505378,space,0.283789561,space,0.350435728,space,0.483724903,f,1,0.733830199,SPR,2,B,,f,59.99400853,1,2017_01_04_1723
????????????????????€?€?????????€???,??????????????€????,??????,??€?€?,??€???,???,?????????,j,??????,12,3,60,0,2,2,19,space,0.5838031,space,0.350385991,space,0.283718903,space,0.267069401,space,0.267104138,space,0.333821751,space,0.383705127,j,1,0.817134947,SPR,2,B,,f,59.99400853,1,2017_01_04_1723
????????????????????€?????????????????????,??????????????????????,???,??????,?????????,??????,????????€???,j,??????,12,3,58,0,3,3,17,space,0.38373868,space,0.333723857,space,0.25037332,space,0.317141855,space,0.350440859,space,0.367093519,space,0.316968171,j,1,0.783795284,SPR,2,B,,f,59.99400853,1,2017_01_04_1723
???????????€?????????????????????,???????????€?????????,???,??????,??????,??????,??????,f,?????€,11,2,31,0,4,4,6,space,0.317092118,space,0.300373932,space,0.283662851,space,0.383849995,space,0.350381254,space,0.350519411,space,0.41605598,f,1,0.668257709,SPR,2,B,,f,59.99400853,1,2017_01_04_1723
??????????€??????????????????????,??????????€??????????,???,??????,??????,??????,??????,f,????€?,11,2,25,0,5,5,0,space,0.350465727,space,0.600387866,space,0.30038459,space,0.350393491,space,0.300447352,space,0.45040853,space,0.567171361,f,1,0.850442635,SPR,2,B,,f,59.99400853,1,2017_01_04_1723
????????????????????????????????????,????????????????????????,???,??????,?????????,??????,??????,f,??????,12,2,29,0,6,6,4,space,0.383821179,space,0.350564411,space,0.483782535,space,0.500469537,space,0.500388221,space,0.517152986,space,0.900428247,f,1,0.850126058,SPR,2,B,,f,59.99400853,1,2017_01_04_1723
????????????????????????????????€???,?????????????????€??????,???,??????,?????€???,??????,??????,f,??????,12,1,57,0,7,7,8,space,0.367106151,space,0.350451122,space,0.300090513,space,0.350470464,space,0.767124072,space,0.43368995,space,0.650406636,f,1,1.05041232,SPR,2,B,,f,59.99400853,1,2017_01_04_1723
???????€???????????????????????????????,??????????????????????,???,??????,??????,???????€?,??????,f,?????????,13,3,57,0,8,8,16,space,0.400480944,space,0.367108519,space,0.617148683,space,0.300151696,space,0.333699384,space,0.28363443,space,0.283741008,f,1,0.633705423,SPR,2,B,,f,59.99400853,1,2017_01_04_1723
????????????????????????????????????,????????????????????????,???,?????????,??????,??????,??????,f,??????,12,1,63,0,9,9,14,space,0.500501905,space,0.350640595,space,0.266928876,space,0.383756048,space,0.45042432,space,0.433719555,space,0.450054454,j,0,1.433721134,SPR,2,B,,f,59.99400853,1,2017_01_04_1723
????????????????????????????????????,???????????????????????????,???,?????????,??????,??????,??????,j,??????,12,1,62,0,10,10,13,space,0.383810126,space,0.667045875,space,0.41712571,space,0.317211723,space,1.26708519,space,0.500161249,space,0.500373221,f,0,2.300745772,SPR,2,B,,f,59.99400853,1,2017_01_04_1723
?????????????????????????????????,?????????????????????,???,??????,??????,??????,??????,f,??????,11,2,27,0,11,11,2,space,0.400471076,space,0.433768107,space,0.333759383,space,0.41706571,space,0.283696009,space,0.433874291,space,1.133730884,f,1,0.800307419,SPR,2,B,,f,59.99400853,1,2017_01_04_1723
????????????????????????????????????,????????????????????????,???,?????????,??????,??????,??????,j,??????,12,1,58,0,12,12,9,space,0.383783679,space,0.550334755,space,0.50033809,space,0.450420767,space,0.633742923,space,0.483837008,space,0.350398228,j,1,1.816874817,SPR,2,B,,f,59.99400853,1,2017_01_04_1723
?????????????????????????????????,?????????????????????,???,??????,??????,??????,??????,j,??????,11,2,26,0,13,13,1,space,0.350515464,space,0.500396116,space,0.617035395,space,0.517219696,space,0.517166012,space,1.400520023,space,0.917068671,j,1,1.200444945,SPR,2,B,,f,59.99400853,1,2017_01_04_1723
????€??????????????????????????€???????,????€?????????????????,????€?,??????,??????,????€????,???,f,?????????,13,3,63,0,14,14,22,space,0.333813067,space,0.283709035,space,0.267139664,space,0.433813501,space,0.267065059,space,0.283801403,space,0.283717719,f,1,0.850422504,SPR,2,B,,f,59.99400853,1,2017_01_04_1723
????????????????????????????????????,????????????????????????,???,??????,?????????,??????,??????,f,??????,12,1,59,0,15,15,10,space,0.317039618,space,0.367020493,space,0.350395859,space,0.867125295,space,0.250502398,space,0.45045353,space,0.633750423,f,1,0.883770456,SPR,2,B,,f,59.99400853,1,2017_01_04_1723
???????????????????????????????????????,??????????????????????,??????,??????,??????,?????????,??????,j,??????,13,3,64,0,16,16,23,space,0.333747541,space,0.317066066,space,0.333664647,space,0.567053335,space,0.283809297,space,0.550348175,space,0.267087164,j,1,0.800398208,SPR,2,B,,f,59.99400853,1,2017_01_04_1723
?????????????????????????????????,???????????????????,??????,???,??????,??????,?????????,f,???,11,3,59,0,17,17,18,space,0.383771048,space,0.417134394,space,0.267060322,space,0.233858027,space,0.517059434,space,0.383745785,space,0.317040408,j,0,0.983747206,SPR,2,B,,f,59.99400853,1,2017_01_04_1723
????????????????????????????€??????????,??????????????????????,?€?,??????,?????????,?????????,??????,j,??????,13,3,62,0,18,18,21,space,0.333486622,space,0.633789502,space,0.300453274,space,0.267106901,space,0.250557266,space,0.367061546,space,0.300484458,j,1,0.717067802,SPR,2,B,,f,59.99400853,1,2017_01_04_1723
??????????????????????€?????????????,????????????????????????,???,????€?,?????????,??????,??????,j,??????,12,2,30,0,19,19,5,space,0.317150144,space,0.400385024,space,0.283439037,space,0.3004288,space,0.983740101,space,0.467109743,space,0.683821692,f,0,1.100438589,SPR,2,B,,f,59.99400853,1,2017_01_04_1723
?????????????????€??????????????????,???????????€????????????,???,?????????,??????,??????,?????€,f,??????,12,1,61,0,20,20,12,space,0.38373039,space,0.600535891,space,0.617148683,space,0.550516332,space,1.333741226,space,0.43420192,space,0.701222374,j,0,1.100322143,SPR,2,B,,f,59.99400853,1,2017_01_04_1723
????????????????????????????????????,???????????????????????????,???,??????,?????????,??????,??????,j,??????,12,1,64,0,21,21,15,space,0.383854731,space,0.666915218,space,0.350426649,space,1.000470129,space,0.586271374,space,0.417070052,space,0.767151308,j,1,4.967338491,SPR,2,B,,f,59.99400853,1,2017_01_04_1723
?????????????????????????????????,?????????????????????,???,??????,??????,??????,??????,j,??????,11,2,28,0,22,22,3,space,0.317038434,space,0.400471471,space,0.333811094,space,0.418516754,space,0.533576306,space,0.400461208,space,0.517106802,j,1,2.433790607,SPR,2,B,,f,59.99400853,1,2017_01_04_1723
????????????????????????????????????,?????????????????????,???,??????,??????,??????,?????????,j,??????,12,2,32,0,23,23,7,space,0.400486076,space,0.367124309,space,0.283780482,space,0.283756798,space,0.63373266,space,0.517211801,space,0.900438116,j,1,1.300469063,SPR,2,B,,f,59.99400853,1,2017_01_04_1723
?€?????????????????????????????????????,?€?????????????????,??????,???,????????????,?€????,??????,j,??????,13,3,54,0,0,0,21,space,1.16725686,space,0.700511063,space,0.233802765,space,0.283741403,space,0.250442399,space,0.267024401,space,0.750132729,j,1,0.833861817,SPR,2,B,,f,59.99400853,1,2017_01_04_1723
????????????????????????????????????,?????????????????????,???,??????,??????,?????????,??????,j,??????,12,1,54,0,1,1,13,space,0.61687829,space,0.433772844,space,0.45046103,space,0.283845613,space,1.150431701,space,0.333745173,space,0.467070269,j,1,2.6672164,SPR,2,B,,f,59.99400853,1,2017_01_04_1723
???????????????????????????????????????,???????????????????,???,??????,?????????,????????????,??????,j,???,13,3,56,0,2,2,23,space,0.400543707,space,0.550656463,space,0.733776515,space,0.467019349,space,0.233754607,space,0.333766489,space,0.383743022,j,0,0.850909606,SPR,2,B,,f,59.99400853,1,2017_01_04_1723
?????????????????????????????€??????,?????????????????????,???,??????,??€??????,??????,??????,j,??????,12,1,50,0,3,3,9,space,0.417120973,space,0.5667411,space,0.483823982,space,1.333778331,space,0.300411037,space,0.367033125,space,0.615619877,j,1,1.268272157,SPR,2,B,,f,59.99400853,1,2017_01_04_1723
????????????????????????????????????,?????????????????????,???,?????????,??????,??????,??????,f,??????,12,1,51,0,4,4,10,space,0.417070842,space,0.383710653,space,0.366828258,space,0.317149354,space,0.817107315,space,0.46717369,space,0.867051875,f,1,0.767797094,SPR,2,B,,f,59.99400853,1,2017_01_04_1723
????????????????????????????????????,????????????????????????,???,??????,??????,????????? ,??????,j,??????,12,2,24,0,5,5,7,space,0.767168677,space,0.633679371,space,0.367142072,space,0.383622233,space,0.733679015,space,0.417141105,space,0.483627009,j,1,0.933739489,SPR,2,B,,f,59.99400853,1,2017_01_04_1723
?????????????????????????????????,?????????????????????,???,??????,??????,??????,??????,j,??????,11,2,22,0,6,6,5,space,0.250170427,space,0.300422879,space,0.283822718,space,0.267140453,space,0.533816699,space,0.35035086,space,0.800488997,j,1,0.800783469,SPR,2,B,,f,59.99400853,1,2017_01_04_1723
????????????????????????????????????,?????????????????????,???,??????,?????????,??????,??????,j,??????,12,1,52,0,7,7,11,space,0.367146019,space,0.383819995,space,0.433725476,space,0.400381471,space,0.616987632,space,0.417161236,space,0.81710021,j,1,1.133678779,SPR,2,B,,f,59.99400853,1,2017_01_04_1723
?€???????????????????????????€???,??€??????????€???????,???,??????,??€???,?€????,??????,j,??????,11,2,18,0,8,8,1,space,0.467142506,space,0.433762186,space,0.517172328,space,0.500405195,space,0.45040853,space,0.633752397,space,0.650435057,j,1,2.800258077,SPR,2,B,,f,59.99400853,1,2017_01_04_1723
?????????????????????????????????,?????????????????????,???,??????,??????,??????,??????,f,??????,11,2,21,0,9,9,4,space,0.383788416,space,0.350448359,space,0.283745351,space,0.483481352,space,0.417084263,space,0.500411905,space,0.6501919,f,1,1.00047605,SPR,2,B,,f,59.99400853,1,2017_01_04_1723
?????????????????????????????????,?????????????????????,???,??????,??????,??????,??????,f,??????,11,2,19,0,10,10,2,space,0.383725259,space,0.450425504,space,0.317112249,space,0.283711403,space,0.467045796,space,0.400393708,space,0.5004648,f,1,0.783890415,SPR,2,B,,f,59.99400853,1,2017_01_04_1723
???????????€????????????????????????,??????????????€?????????,???,??????,?????????,??????,??????,j,?????€,12,2,20,0,11,11,3,space,0.450393925,space,0.301464978,space,0.383676311,space,0.333754252,space,0.383978283,space,0.350436912,space,0.51706496,j,1,0.917054066,SPR,2,B,,f,59.99400853,1,2017_01_04_1723
????????€??????????????????????????????,???????????????????,?????????,???,??????,????????€???,??????,f,???,13,3,49,0,12,12,16,space,0.367039835,space,0.533858541,space,0.3837746,space,0.367121151,space,0.38372289,space,0.433779949,space,0.267151901,f,1,1.917133012,SPR,2,B,,f,59.99400853,1,2017_01_04_1723
????????????????????????????????????,????????????????????????,???,??????,?????????,??????,??????,f,??????,12,1,55,0,13,13,14,space,0.350452306,space,0.400798706,space,0.417111499,space,0.417170315,space,0.516965092,space,0.400501076,space,0.850476188,j,0,0.867115032,SPR,2,B,,f,59.99400853,1,2017_01_04_1723
?????????????????????????????????,?????????????????????,???,??????,??????,??????,??????,f,??????,11,2,23,0,14,14,6,space,0.550468175,space,0.500464405,space,0.267096243,space,0.450464188,space,1.183824653,space,0.433794949,space,0.717089907,f,1,0.850419346,SPR,2,B,,f,59.99400853,1,2017_01_04_1723
????€??????????????????????????????????,????€??????????????,?????????,???,??????,????€?,?????????,f,??????,13,3,53,0,15,15,20,space,0.333475569,space,0.267054006,space,0.450195769,space,0.250409241,space,0.267114401,space,0.333788988,space,0.38362618,f,1,1.05048653,SPR,2,B,,f,59.99400853,1,2017_01_04_1723
?????????????€?????????€?????????,?????????????????????,???,?????€,??????,??????,?€????,f,??????,11,2,17,0,16,16,0,space,1.600494839,space,0.267035059,space,0.300392484,space,0.517135223,space,0.550443306,space,0.450408925,space,0.300390905,f,1,1.000508418,SPR,2,B,,f,59.99400853,1,2017_01_04_1723
????????????????????€??????????????????,??????????????????????,???,??€?????????,??????,??????,???,f,?????????,13,3,55,0,17,17,22,space,0.40045805,space,0.350450727,space,0.333841883,space,0.333447148,space,0.250460951,space,0.300471037,space,0.433701397,f,1,1.467120795,SPR,2,B,,f,59.99400853,1,2017_01_04_1723
???????????????????????????????????????,???????????????????????????,???,??????,?????????,?????????,??????,f,??????,13,1,49,0,18,18,8,space,0.567114124,space,0.350479938,space,0.533728673,space,0.417074394,space,0.517083908,space,0.333776752,space,0.750371544,f,1,1.000740916,SPR,2,B,,f,59.99400853,1,2017_01_04_1723
