Sentences,Question,word5,word4,word6,word1,word3,Ans,word2,lenth,Type,ID,practicetrials.thisRepN,practicetrials.thisTrialN,practicetrials.thisN,practicetrials.thisIndex,key_resp_12.keys,key_resp_12.rt,Atests1.keys,Atests1.rt,Atests2.keys,Atests2.rt,Atests3.keys,Atests3.rt,Atests4.keys,Atests4.rt,Atests5.keys,Atests5.rt,Atests6.keys,Atests6.rt,key_resp_8.keys,key_resp_8.corr,key_resp_8.rt,expName,participant,version,Grade,Gender,frameRate,session,date
?????????????????????????????????,?????????????????????,???,??????,??????,??????,??????,f,??????,11,1,19,0,10,10,2,space,0.550499359,space,1.767009993,space,0.583762443,space,0.517053118,space,1.050493635,space,0.350368623,space,1.267029138,f,1,3.717236749,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
??????????€??€???€??????????????????,???????€??€??????????,???,??€???,????????????,??????,?€??€?,j,???,11,3,20,0,11,11,19,space,0.367035099,space,0.600428129,space,0.567035572,space,0.400357787,space,0.400430813,space,0.383815258,space,0.817088368,j,1,1.53379933,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
????????????????????????????€??????????,?????????????????????,????€?,??????,?????????,?????????,??????,f,???,13,3,19,0,12,12,18,space,0.433796923,space,1.817031526,space,0.383982231,space,0.500391379,space,0.400366471,space,0.933682252,space,1.017047789,f,1,4.934061592,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
????????????????????????????????????,?????????????????????,???,??????,??????,??????,?????????,f,??????,12,2,51,0,13,13,10,space,0.583957836,space,2.167122651,space,0.350632305,space,0.483768719,space,0.500370458,space,0.417191236,space,1.383864995,f,1,1.783629891,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
????????????????????????????????????,????????????????????????,???,??????,??????,??????,?????????,f,??????,12,3,21,0,14,14,20,space,0.650380583,space,0.583706785,space,1.183691232,space,0.383739074,space,0.3838196,space,0.36701102,space,0.43389679,f,1,1.517209828,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
???????????€????????????????????????,??????????????€?????????,???,??????,?????????,??????,??????,j,?????€,12,1,20,0,15,15,3,space,0.567148072,space,0.517110355,space,0.617126184,space,0.433866001,space,0.500121381,space,0.733786383,space,0.717055566,j,1,1.533663147,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
?????????????????????????????€??????,?????????????????????,???,??????,??€??????,??????,??????,j,??????,12,2,50,0,16,16,9,space,0.483713851,space,1.783652785,space,0.517024697,space,1.1838436,space,0.583891521,space,0.717092276,space,2.367111677,j,1,1.700334222,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
?????????????????????????????????,?????????????????????,???,??????,??????,??????,??????,f,??????,11,1,23,0,17,17,6,space,0.383847626,space,0.467200137,space,0.583731259,space,0.483670035,space,0.367056414,space,1.317506984,space,1.051032448,f,1,2.417046763,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
??????????€?????????????????????€,??????????€?????????€???,???,??????,?????€,??????,??????,f,????€?,11,3,23,0,18,18,22,space,1.250903448,space,1.083774482,space,0.450480767,space,0.333626753,space,0.417062947,space,0.367101809,space,0.433742054,f,1,1.500097697,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
?€???????????????????????????€???,??€??????????€???????,???,??????,??€???,?€????,??????,j,??????,11,1,18,0,19,19,1,space,0.300472615,space,0.483795561,space,0.517125355,space,0.416987948,space,1.950528332,space,0.333755831,space,0.617082763,j,1,1.550461859,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
????????????????????????????????????,????????????????????????,???,??????,????????????,??????,??????,j,???,12,3,18,0,20,20,17,space,0.300391695,space,0.48378964,space,0.483799903,space,0.883787034,space,0.483808192,space,0.583754548,space,0.667024164,f,1,2.75027365,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
?????????????????????????????????,?????????????????????,???,??????,??????,??????,??????,f,??????,11,1,21,0,21,21,4,space,2.850340399,space,1.767057756,space,0.51717667,space,0.71707096,space,0.467013428,space,0.600435629,space,2.767086572,f,1,1.866848192,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
????????????????????????????????????,?????????????????????,???,??????,??????,?????????,??????,j,??????,12,2,54,0,22,22,13,space,0.40048805,space,1.967111519,space,0.433764949,space,0.450562082,space,0.35035086,space,0.367193387,space,0.733741383,j,1,4.683925902,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
?????????????????????????????????,?????????????????????,???,??????,??????,??????,??????,j,??????,11,1,22,0,23,23,5,space,0.283641535,space,1.100454379,space,0.500296643,space,0.383651048,space,0.433702186,space,0.73385033,space,0.516817857,j,1,3.650681371,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
?€???????????????????????????????,?????????????€???????,???,??????,??????,?€????,??????,j,??????,11,1,4,0,0,0,3,space,0.700522115,space,1.26712348,space,0.483721351,space,0.450455504,space,1.167085546,space,0.617162894,space,0.85044382,j,1,1.967237045,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
??????????????????????????????????€????,?????????????????????,????€?,???,???,??????,?????????,f,????????????,13,3,3,0,1,1,18,space,0.350462964,space,0.483814113,space,0.533765778,space,0.350427043,space,0.417112684,space,0.383757232,space,0.367275097,j,1,2.216835896,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
????????????????????????????????????,?????????????????????,???,??????,??????,????????????,??????,f,???,12,3,5,0,2,2,20,space,0.667120085,space,2.800590838,space,0.583658233,space,0.367051677,space,0.450162611,space,0.366810495,space,0.383730785,f,1,1.667185216,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
?????????????????????????????????,?????????????????????,???,??????,??????,??????,??????,f,??????,11,1,7,0,3,3,6,space,0.400501076,space,1.000482365,space,0.383705917,space,0.417034526,space,0.467376978,space,0.367140887,space,0.41706571,j,0,3.1004378,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
?????????????????????????????????,?????????????????????,???,??????,??????,??????,??????,j,??????,11,2,38,0,4,4,13,space,1.867182927,space,1.783726206,space,1.150470385,space,3.03534965,space,1.017035158,space,0.400135947,space,1.600160894,j,1,3.650836107,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
?????????????????????????????????,?????????????????????,???,??????,??????,??????,??????,j,??????,11,1,6,0,5,5,5,space,0.567204913,space,0.58376639,space,0.717056355,space,0.483698061,space,0.433746791,space,0.483703588,space,0.517099302,j,1,4.600628259,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
????????????????????????????????????,?????????????????????,???,??????,??????,????????????,?????? ,j,??? ,12,3,6,0,6,6,21,space,0.600438392,space,0.517118644,space,0.467106585,space,0.750435491,space,0.767056967,space,0.967275729,space,0.333724647,j,1,1.333691094,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
?????????????????????????????????,?????????????????????,???,??????,??????,??????,??????,f,??????,11,1,3,0,7,7,2,space,0.467178032,space,0.700369748,space,0.867068454,space,2.617196446,space,0.417125315,space,0.367331939,space,0.383691706,f,1,1.40062147,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
???????€????????????????????????????,?????????????????????,???,??????,??????,???????€?,???,j,?????????,12,3,2,0,8,8,17,space,0.383868942,None,,space,0.917085644,space,0.683715903,space,0.633705423,space,0.933912382,space,0.517137591,j,1,1.467134611,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
???????€??????????????€?????????????,?????????????€???????,???,?€????,??????,??????,??????,f,?€???????,12,3,1,0,9,9,16,space,0.850530661,space,0.467062769,space,0.467154348,space,0.383857495,space,0.350644542,space,0.333698989,space,1.0170695,f,1,3.750572858,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
?????????????????????????????????,????????????????????????,???,??????,??????,??????,??????,f,??????,11,2,39,0,10,10,14,space,0.333555306,space,0.433415214,space,0.400313577,space,0.433637845,space,0.400495944,space,0.367090361,space,1.584028099,f,1,1.533507227,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
?????????????????????????????????,?????????????????????,???,??????,??????,??????,??????,f,??????,11,2,35,0,11,11,10,space,0.333732541,space,0.48375964,space,1.467130269,space,0.600369314,space,1.117067171,space,1.267192163,space,0.333743199,f,1,2.417187683,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
?????????????????????????????????,?????????????????????,???,??????,??????,??????,??????,f,??????,11,1,5,0,12,12,4,space,0.300541299,space,0.417183341,space,0.950443464,space,0.317239749,space,0.900374563,space,0.417056237,space,0.583762443,f,1,1.383709864,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
?????????????????????????????????,?????????????????????,???,??????,??????,??????,??????,f,??????,11,1,1,0,13,13,0,space,0.317121328,space,0.433829291,space,0.617080394,space,2.000633549,space,3.350154282,space,0.367125098,space,0.467077375,f,1,2.917339853,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
?????????????????????????????????,?????????????????????,???,??????,??????,??????,??????,j,??????,11,2,34,0,14,14,9,space,0.333709647,space,0.43381508,space,0.433765344,space,0.800559654,space,1.933801857,space,0.334141091,space,0.567227018,j,1,1.183744916,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
?€?????€??????????????€?????????????,?€???????????????????,???,????€????,??????,?€????,??????,j,?€????,12,3,4,0,15,15,19,space,0.300456826,space,0.400536997,space,0.35041678,space,0.283737061,space,0.450448793,space,0.317043566,space,0.300482089,j,1,1.067007744,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
???????????€?????????????????????,????????????????????????,???,??????,??????,??????,??????,f,?????€,11,2,37,0,16,16,12,space,0.333816225,space,0.317124881,space,0.417097684,space,0.317193959,space,0.383805784,space,0.433760212,space,1.200443366,f,1,1.950582016,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
?????????????????????????????????,????????????????????????,???,??????,??????,??????,??????,j,??????,11,2,40,0,17,17,15,space,0.300452089,space,0.267002691,space,0.333768067,space,0.450415636,space,1.883959139,space,0.317085802,space,0.466833429,j,1,1.76702973,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
????????€????????????????????????,?????????????????????,???,??????,??????,??????,??????,j,??€???,11,1,8,0,18,18,7,space,0.317166723,space,0.400446603,space,1.13377312,space,1.36713773,space,3.950385833,space,1.183822284,space,0.683777482,j,1,1.550465017,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
?????????????????????????????????,?????????????????????,???,??????,??????,??????,?????????,j,???,11,3,8,0,19,19,23,space,0.300567352,space,0.533810383,space,0.600478655,space,1.434064158,space,0.883702561,space,0.300293011,space,0.267048085,j,1,1.500589931,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
????????????????????????????????????,?????????????????????,???,??????,?????????,??????,??????,j,??????,12,2,36,0,20,20,11,space,0.283707851,space,0.600580102,space,0.450352478,space,0.367054835,space,2.166926468,space,0.383750916,space,1.083721588,j,1,4.584112177,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
?????????????????????????????????,?????????????????????,???,??????,??????,??????,??????,j,??????,11,1,2,0,21,21,1,space,0.316776725,space,0.434177841,space,0.567303597,space,1.583823626,space,2.883852166,space,0.767109861,space,0.500323485,j,1,1.100731877,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
??????????????€??????????????????,?????????????????????,???,??????,??????,??????,??€???,f,??????,11,2,33,0,22,22,8,space,0.317112644,space,0.467167374,space,0.333715963,space,0.317090539,None,,space,0.63386608,space,1.083801324,f,1,1.717183854,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
?????????????????????????????????,?????????????????????,???,??????,??????,?????????,??????,f,???,11,3,7,0,23,23,22,space,0.333776752,space,0.483844903,space,0.400461602,space,0.383824732,space,0.517044039,space,1.033839001,space,0.417156499,f,1,1.117032434,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
????????????????????????????????????,????????????????????????,???,??????,??????,??????,?????????,f,??????,12,2,45,0,0,0,12,space,0.534044066,space,0.466971191,space,0.800245446,space,0.450452741,space,0.383777363,space,0.833944316,space,1.100549115,f,1,2.66712798,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
?????????????????€?€????????????????,????????????????????????,???,??€?€????,?????????,??????,??????,j,???,12,3,10,0,1,1,17,space,0.800576628,space,0.483801087,space,0.600509444,space,0.350395465,space,1.500448221,space,0.667084559,space,0.333661489,j,1,2.18389531,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
????????????????????????????????????,????????????????????????,???,??????,??????,??????,?????????,j,??????,12,2,44,0,2,2,11,space,0.433684818,space,0.433796133,space,0.367346149,space,0.417128473,space,0.333417543,space,0.400492392,space,0.583709548,j,1,3.017342656,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
???????????????????????????????????????,????????????????????????,??????,?????????,??????,??????,??????,f,??????,13,3,11,0,3,3,18,space,0.300500247,space,0.317081855,space,0.40039134,space,0.583686259,space,0.467098296,space,1.083652904,space,0.433789817,f,1,1.850514082,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
?????????????????????????????????,?????????????????????,???,??????,??????,??????,??????,j,??????,11,1,12,0,4,4,3,space,0.333785436,space,0.833747344,space,0.617404077,space,0.400429234,space,0.650389662,space,0.300315511,space,0.383997231,j,1,3.117169802,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
????€??€????????????€???????????????,????€???????????????????,???,??€??????,??????,????€?,??????,j,?€????,12,3,12,0,5,5,19,space,0.283712193,space,0.333472411,space,0.283682588,space,0.267094664,space,0.267084796,space,0.300442616,space,0.250512267,j,1,1.233695002,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
??€???????€€?€????????€?????????????,??€???????€€????????????,???,????€?,?????????,??€???,?€????,f,????€€,12,2,43,0,6,6,10,space,0.367201282,space,0.500375985,space,0.983796548,space,0.750487201,space,1.200471787,space,0.500430853,space,0.366900889,f,1,1.850503425,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
????????????????????????????????????,????????????????????????,???,??????,??????,?????????,??????,f,??????,12,1,9,0,7,7,0,space,0.283894165,space,0.400395287,space,0.483808587,space,0.400481734,space,1.217070368,space,1.784004494,space,0.650362031,f,1,3.050423372,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
?€??€??????????????€???€????????????,????????????????????????,??€???,?€?,?????????,?€??€?,??????,j,??????,12,3,16,0,8,8,23,space,0.35044678,space,0.317261064,space,0.283745351,space,0.317055408,space,0.3004738,space,0.233726186,space,0.433725081,j,1,2.450504056,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
???????€?????????????????????????,???????€?????????????,???,??????,??????,??????,??????,j,?€????,11,2,42,0,9,9,9,space,0.283714166,space,0.317124091,space,0.283810482,space,0.283701535,space,0.367078914,space,0.617164868,space,0.550397912,j,1,1.717314511,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
???????€???????????????????????????????,?€??????€???????????????,??????,??????,?????????,??????,??????,f,?€????,13,3,15,0,10,10,22,space,0.317164354,space,0.350281781,space,0.367218255,space,0.33381662,space,0.283725219,space,0.333796094,space,0.667096796,f,1,1.450106953,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
?????????????????????????????????,?????????????????????,???,??????,??????,??????,??????,j,??????,11,1,14,0,11,11,5,space,0.617164473,space,0.53380683,space,0.550550674,space,0.483939639,space,1.65042953,space,0.300414195,space,0.36713694,j,1,1.834262867,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
?????????????????????????????????,?????????????????????,???,??????,??????,??????,??????,f,??????,11,1,15,0,12,12,6,space,0.300569325,space,0.450442083,space,0.350552174,space,0.416682028,space,0.350429807,space,2.133890751,space,0.500313616,f,1,2.150412754,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
????€?????????€??????????????????,????€????????????????,???,??????,??????,????€?,??€???,f,??????,11,1,13,0,13,13,4,space,0.383675522,space,0.633758318,space,0.66716469,space,1.150694594,space,1.267138874,space,0.46715119,space,1.417283209,f,1,1.117176512,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
????€???????????????????????????????,?€??????????????????????,???,??????,?????????,????€????,???,f,??????,12,3,9,0,14,14,16,space,0.35041757,space,1.267273084,space,0.417356235,space,0.433819817,space,0.383788021,space,0.3004063,space,1.733756778,f,1,1.400419366,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
?????????????????????????????????,?????????????????????,???,??????,??????,??????,??????,j,??????,11,1,10,0,15,15,1,space,0.3004513,space,0.417176631,space,0.400411471,space,0.417154131,space,1.500428089,space,0.350479148,space,0.433696265,j,1,1.567411754,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
????????????????????????????????????,????????????????????????,???,??????,?????????,??????,??????,f,??????,12,2,47,0,16,16,14,space,0.283861402,space,0.333710831,space,0.350442438,space,0.35041678,space,1.667146927,space,0.450398267,space,0.600509049,f,1,3.383780521,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
????????????????????????????????????,????????????????????????,??????,??????,??????,??????,??????,j,??????,12,3,14,0,17,17,21,space,0.967081125,space,0.433797317,space,0.817195736,space,0.333755436,space,0.350385991,space,0.28368693,space,0.267336636,j,1,1.21701629,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
????????????????????????????€????,?????????????€???????,???,??????,?€????,??????,??????,f,??????,11,1,11,0,18,18,2,space,0.550207255,space,1.267172427,space,0.500436774,space,0.600382734,space,1.100397932,space,0.333856488,space,0.317072381,f,1,1.083770929,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
?????????????????????????????????,?????????????????????,???,??????,??????,??????,??????,j,??????,11,1,16,0,19,19,7,space,0.317167118,space,0.417134394,space,0.400442655,space,0.41708071,space,0.483711877,space,1.150632621,space,0.467037112,j,1,1.11716546,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
????????????????????????????????????,????????????????????????,???,??????,??????,??????,?????????,j,??????,12,2,46,0,20,20,13,space,0.333898725,space,0.95047899,space,1.000534865,space,0.883702561,space,2.217243657,space,0.800515444,space,0.550324097,j,1,1.617154604,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
????????????????????????????????????,????????????????????????,???,??????,??????,?????????,??????,f,??????,12,2,41,0,21,21,8,space,0.450427083,space,0.517016803,space,0.483785692,space,0.350558885,space,0.383766706,space,0.400439103,space,0.650455188,f,1,1.350489017,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
????????????????????€???????????????,????????€????????????,??????,??€???,??????,?????????,??????,f,???,12,3,13,0,22,22,20,space,0.316834356,space,0.433723502,space,0.333757804,space,0.300491168,space,0.350494148,space,0.350265597,space,0.300398405,f,1,2.082522779,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
????????????????€???????????€???????,????€????????€??????????,???,??????,?€???????,??????,????€?,j,??????,12,2,48,0,23,23,15,space,0.3838571,space,0.400458445,space,0.333752673,space,0.317159618,space,0.317174617,space,0.383810916,space,2.100383327,j,1,1.567032414,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
????????????????????????????????€???,?????????????????€??????,???,??????,?????€???,??????,??????,f,??????,12,2,57,0,0,0,8,space,0.350586911,space,0.433741265,space,0.400390155,space,0.400534628,space,0.433810344,space,0.967075598,space,0.400438708,f,1,1.200309551,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
???????????€?????????????????????,???????????€?????????,???,??????,??????,??????,??????,f,?????€,11,1,31,0,1,1,6,space,0.367131809,space,0.617081184,space,0.633698318,space,1.067203137,space,0.56705373,space,0.467140532,space,0.46713619,f,1,1.200459155,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
????????????????????????????????????,????????????????????????,??????,???,??????,?????????,??????,f,??????,12,3,29,0,2,2,20,space,1.250802791,space,0.716932803,space,0.417056631,space,0.533776436,space,0.983842731,space,0.400462392,space,0.317060934,f,1,2.83387208,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
??????????€??????????????????????,??????????€??????????,???,??????,??????,??????,??????,f,????€?,11,1,25,0,3,3,0,space,0.333751883,space,0.333713594,space,0.517149433,space,0.417020316,space,0.333742015,space,0.383762364,space,2.067115506,f,1,1.034042684,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
?????????????????€???????????????,????????????????????????,???,??€???,?????????,??????,??????,j,???,11,3,30,0,4,4,21,space,0.267136901,space,0.417247288,space,0.317048302,space,0.367067072,space,0.350485069,space,0.366999967,space,1.617066579,j,1,1.850716186,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
?????????????????????????????????,?????????????????????,???,??????,??????,??????,??????,j,??????,11,1,26,0,5,5,1,space,0.300502615,space,1.283897323,space,0.784329755,space,0.96705902,space,1.283881139,space,0.367114835,space,1.650465056,j,1,1.81722613,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
????????????????????????????????????,?????????????????????,???,?????????,??????,??????,??????,j,??????,12,1,32,0,6,6,7,space,0.817024421,space,0.467159085,space,0.71696754,space,1.3004063,space,0.433824159,space,0.95041307,space,0.483809376,j,1,1.066843534,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
????????????????????????????????????,???????????????????????????,???,??????,??????,??????,?????????,j,??????,12,2,62,0,7,7,13,space,0.350443622,space,0.633772528,space,0.467236847,space,0.333714778,space,0.334175828,space,0.383846047,space,1.1668266,j,1,2.617392629,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
?????????????????????????????????,?????????????????????,???,??????,??????,??????,??????,f,??????,11,1,27,0,8,8,2,space,0.783525681,space,0.317092907,space,0.333752673,space,0.31705225,space,0.350355202,space,0.366835363,space,0.417143078,f,1,1.817044947,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
???????????????????????????????????????,???????€?????????????,???,????????????,???,??????,???,j,????????????,13,3,28,0,9,9,19,space,0.417190052,space,0.533441306,space,0.567160308,space,0.533806041,space,0.3837896,space,0.350515859,space,0.41665716,f,1,3.600455366,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
????????€????€??????????????????€???,????????€???????????????,???,??????,??€???,????????€,??????,f,????€?,12,3,25,0,10,10,16,space,0.300405511,space,0.61711592,space,0.433556135,space,0.350295202,space,0.333637016,space,0.31705225,space,0.383592628,f,1,1.283959691,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
????????????????????????????????????,???????????????????????????,???,??????,?????????,??????,??????,j,??????,12,2,64,0,11,11,15,space,0.367180756,space,0.483912007,space,0.417059395,space,0.383843284,space,0.500443089,space,0.533829725,space,1.883725456,j,1,2.233582898,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
????????????????????????????????????,????????????????????????,???,??????,?????????,??????,??????,f,??????,12,1,29,0,12,12,4,space,0.367087993,space,0.433828107,space,0.516962329,space,1.467213163,space,1.183401103,space,1.700533563,space,1.167199624,f,1,4.733870856,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
???????€?????????????????????????,????????????????????????,???,??????,??????,???????€?,???,j,??????,11,3,32,0,13,13,23,space,0.400471076,space,0.383802626,space,0.400417787,space,0.350405728,space,0.33379333,space,0.300312353,space,0.31687304,j,1,1.867182532,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
????????????????????????????????????,????????????????????????,???,??????,??????,??????,?????????,j,??????,12,2,58,0,14,14,9,space,0.367158256,space,0.633515556,space,0.600426945,space,0.751115618,space,1.850328952,space,0.517239038,space,0.400452918,j,1,3.000343024,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
??????????????????????????€?????????,??????????????€?????????,???,?????€,??????,??????,?????????,f,??????,12,2,61,0,15,15,12,space,0.30036959,space,0.317084618,space,0.40041305,space,1.117028092,space,1.733880725,space,0.350078888,space,1.017125157,j,0,3.633832922,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
????????????????????????????????????,????????????????????????,???,??????,?????????,??????,??????,f,??????,12,2,59,0,16,16,10,space,0.550545937,space,1.583562312,space,0.934134223,space,0.583820468,space,1.550507648,space,0.350414017,space,2.350471254,f,1,1.400465155,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
????????????????????????????????????,????????????????????????,???,??????,??????,??????,?????????,f,??????,12,2,63,0,17,17,14,space,0.450455504,space,0.667129164,space,0.367069835,space,2.000159078,space,0.58369968,space,0.567163861,space,3.767075519,f,1,2.500451379,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
????????????????????????????????????,????????????????????????,???,??????,??????,??????,?????????,j,??????,12,2,60,0,18,18,11,space,0.300438668,space,0.55051199,space,0.350316518,space,0.350418359,space,0.417103999,space,0.366931283,space,0.600540628,j,1,5.467379741,SPR,7,A,,m,60.08607277,1,2017_01_05_1404
