Sentences,Question,word5,word4,word6,word1,word3,Ans,word2,lenth,Type,ID,practicetrials.thisRepN,practicetrials.thisTrialN,practicetrials.thisN,practicetrials.thisIndex,key_resp_12.keys,key_resp_12.rt,Atests1.keys,Atests1.rt,Atests2.keys,Atests2.rt,Atests3.keys,Atests3.rt,Atests4.keys,Atests4.rt,Atests5.keys,Atests5.rt,Atests6.keys,Atests6.rt,key_resp_8.keys,key_resp_8.corr,key_resp_8.rt,expName,participant,version,Grade,Gender,frameRate,session,date
??????????€???€????????????????????????,??????????????????????,?????????,???,?????????,???,??€???,f,???????€?,13,3,39,0,1,1,22,space,0.367136545,space,0.367116809,space,0.450262084,space,0.350016125,space,0.33395083,space,0.383474602,space,0.333773989,j,0,9.084441188,SPR,6,B,,f,59.64905382,1,2017_01_05_1305
???????????????????????????????????????,???????????????????,??????,??????,??????,?????????,??????,f,??????,13,3,37,0,2,2,20,space,0.417191631,space,0.7005008,space,0.550386465,space,0.417044395,space,1.167237913,space,0.767006836,space,2.950396491,f,1,1.033610055,SPR,6,B,,f,59.64905382,1,2017_01_05_1305
???????????????????????€?€?????????????,???????????????????,??????,??€?€?,??????,??????,?????????,j,??????,13,3,38,0,3,3,21,space,0.333656752,space,0.283786798,space,0.333720305,space,0.333677279,space,0.383679075,space,0.500081118,space,0.35044757,j,1,0.667049427,SPR,6,B,,f,59.64905382,1,2017_01_05_1305
?????????????????????????????????,?????????????????????,???,??????,??????,??????,??????,f,??????,11,2,7,0,4,4,6,space,0.267147953,space,0.283695219,space,0.467145269,space,0.46690527,space,0.367116414,space,0.433701002,space,0.383784469,f,1,1.284785081,SPR,6,B,,f,59.64905382,1,2017_01_05_1305
?????????????????????????????????,?????????????????????,???,??????,??????,??????,??????,j,??????,11,1,34,0,5,5,9,space,0.283271275,space,0.283706272,space,0.333684384,space,0.383815258,space,0.400416997,space,3.433995474,space,0.516787462,j,1,5.234082631,SPR,6,B,,f,59.64905382,1,2017_01_05_1305
?????????????????????????????????,?????????????????????,???,??????,??????,??????,??????,j,??????,11,2,6,0,6,6,5,space,0.383778548,space,0.517241801,space,0.483680693,space,0.800421892,space,3.20050376,space,1.600882074,space,2.602093513,j,1,1.833828659,SPR,6,B,,f,59.64905382,1,2017_01_05_1305
?€???????????????????????????????,?????????????€???????,???,??????,??????,?€????,??????,j,??????,11,2,4,0,7,7,3,space,0.333953198,space,0.450497346,space,0.317109881,space,0.333701752,space,2.16710923,space,0.467090796,space,0.433770081,j,1,1.700410011,SPR,6,B,,f,59.64905382,1,2017_01_05_1305
?????????????????????????????????,????????????????????????,???,??????,??????,??????,??????,j,??????,11,1,40,0,8,8,15,space,0.283828639,space,0.367091546,space,0.350448754,None,,space,2.217051816,space,0.667269295,space,3.917243143,j,1,2.433802449,SPR,6,B,,f,59.64905382,1,2017_01_05_1305
???????????????????????????????????????,??????????????????????,??????,??????,??????,??????,????????????,j,???,13,3,40,0,9,9,23,space,0.450979711,space,0.517045618,space,0.683791298,space,0.933959751,space,0.433686397,space,0.383473813,space,0.400352656,f,1,1.700443958,SPR,6,B,,f,59.64905382,1,2017_01_05_1305
?????????????????????????????????,?????????????????????,???,??????,??????,??????,??????,f,??????,11,2,5,0,10,10,4,space,0.467019349,space,1.36715944,space,0.833756423,space,3.033733607,space,0.617061447,space,2.016717791,space,3.234024605,f,1,1.350239545,SPR,6,B,,f,59.64905382,1,2017_01_05_1305
????????????????????????????????????,??????????????????????,??????,???,??????,??????,???,j,????????????,12,3,34,0,11,11,17,space,0.267149927,space,0.383821574,space,0.483747798,space,0.350436912,space,0.383865784,space,0.466984217,space,2.916740252,j,1,3.717338985,SPR,6,B,,f,59.64905382,1,2017_01_05_1305
????????€???????????????????€??????????,???????€??????????????,?€?,??????,?????????,??????,??????,f,??€??????,12,3,33,0,12,12,16,space,0.283789166,space,0.317137907,space,0.417090973,space,0.383918678,space,0.3668776,space,0.433490609,space,0.867057401,f,1,0.867050691,SPR,6,B,,f,59.64905382,1,2017_01_05_1305
?????????????????????????????????,?????????????????????,???,??????,??????,??????,??????,f,??????,11,1,35,0,13,13,10,space,0.300542878,space,0.40040555,space,0.633769765,space,0.717076487,space,1.369248374,space,0.38376039,space,3.652656227,f,1,2.417609654,SPR,6,B,,f,59.64905382,1,2017_01_05_1305
????????€????????????????????????,?????????????????????,???,??????,??????,??????,??????,j,??€???,11,2,8,0,14,14,7,space,0.267144401,space,0.483729245,space,0.56716465,space,3.68383985,space,0.967193229,space,0.400515286,space,1.300397221,j,1,6.884183743,SPR,6,B,,f,59.64905382,1,2017_01_05_1305
?????????????????????????????????,?????????????????????,???,??????,??????,??????,??????,j,??????,11,1,38,0,15,15,13,space,0.350434543,space,0.267035454,space,0.517152591,space,0.817085605,space,1.317084618,space,0.417092157,space,1.98380839,j,1,7.933855935,SPR,6,B,,f,59.64905382,1,2017_01_05_1305
????????????????????€????????????,?????????????????????,???,??€???,??????,??????,??????,f,??????,11,1,33,0,16,16,8,space,0.283864955,space,0.417083079,space,0.533728673,space,1.267173216,space,3.300501826,space,0.550507253,None,,f,1,5.500576115,SPR,6,B,,f,59.64905382,1,2017_01_05_1305
???????????€?????????????????????,????????????????????????,???,??????,??????,??????,??????,f,?????€,11,1,37,0,17,17,12,space,0.300675114,space,0.567156361,space,0.633877922,space,3.350464148,None,,space,0.633855422,space,1.617051579,f,1,3.534058671,SPR,6,B,,f,59.64905382,1,2017_01_05_1305
??????????€????????????????????????????,??????????????????????,???,?????????,??????,??????,?????????,j,????€?,13,3,36,0,18,18,19,space,0.283927718,space,0.533769725,space,0.550510806,space,0.433750344,space,0.783740416,space,0.733779673,space,3.08379185,j,1,1.267149532,SPR,6,B,,f,59.64905382,1,2017_01_05_1305
?????????????????????????????????,?????????????????????,???,??????,??????,??????,??????,f,??????,11,2,3,0,19,19,2,space,0.267203216,space,0.250428188,space,0.417218078,space,0.467100269,space,0.617049605,space,0.417193209,space,1.933837383,j,0,6.600668127,SPR,6,B,,f,59.64905382,1,2017_01_05_1305
?????????????????????????????????,?????????????????????,???,??????,??????,??????,??????,j,??????,11,2,2,0,20,20,1,space,0.33377241,space,0.43372587,space,0.950281623,space,0.617091052,space,0.91712117,space,0.650500977,space,2.816879948,j,1,3.10094306,SPR,6,B,,f,59.64905382,1,2017_01_05_1305
?????????????????????????????????,????????????????????????,???,??????,??????,??????,??????,f,??????,11,1,39,0,21,21,14,space,0.317220407,space,0.300459589,space,0.500430458,space,0.483748982,space,0.767248808,space,0.300373537,space,3.850533424,j,1,8.884516898,SPR,6,B,,f,59.64905382,1,2017_01_05_1305
?????????????€??????????????????????,???????????????????,???,??????,??????,??????,??????,f,???????€?,12,3,35,0,22,22,18,space,0.500417037,space,2.317093697,space,1.450456293,space,0.900385616,space,0.817000342,space,0.933478569,space,3.800439655,f,1,1.183840442,SPR,6,B,,f,59.64905382,1,2017_01_05_1305
?????????????????????????????????,?????????????????????,???,??????,??????,??????,??????,f,??????,11,2,1,0,23,23,0,space,0.317116197,space,0.333758989,space,0.500444668,space,2.333728989,space,1.433768502,space,0.433716397,space,1.767073151,f,1,0.783434497,SPR,6,B,,f,59.64905382,1,2017_01_05_1305
????????????????????????????????????,?????????????????????,???,??????,?????????,??????,??????,j,??????,12,1,52,0,0,0,11,space,0.484075033,space,0.433765739,space,0.51706496,space,1.183694785,space,3.15043407,space,0.833820765,space,3.033859527,j,1,9.467206848,SPR,6,B,,f,59.64905382,1,2017_01_05_1305
????????????????????????????????????,????????????????????????,???,??????,?????????,??????,??????,f,??????,12,1,55,0,1,1,14,space,0.350455464,space,0.417176631,space,0.483828718,None,,space,0.217086947,space,1.250411215,space,1.950406359,f,1,1.417121763,SPR,6,B,,f,59.64905382,1,2017_01_05_1305
?????????????????????????????€??????,?????????????????????,???,??????,??€??????,??????,??????,j,??????,12,1,50,0,2,2,9,space,0.633761475,space,1.367072204,space,0.583815732,space,1.000412497,space,2.71703425,space,0.450429057,space,1.883847824,j,1,2.050447451,SPR,6,B,,f,59.64905382,1,2017_01_05_1305
?€?????????????????????????????????????,?€?????????????????,??????,???,????????????,?€????,??????,j,??????,13,3,54,0,3,3,21,space,0.400420155,space,0.400444234,space,0.550370675,space,0.617124999,space,0.450436162,space,2.200393629,space,0.783751074,j,1,4.833984579,SPR,6,B,,f,59.64905382,1,2017_01_05_1305
???????????€????????????????????????,??????????????€?????????,???,??????,?????????,??????,??????,j,?????€,12,2,20,0,4,4,3,space,0.584095993,space,0.833792344,space,0.550427517,space,0.950416622,space,2.950503859,space,2.26710019,space,1.250535951,j,1,1.067283268,SPR,6,B,,f,59.64905382,1,2017_01_05_1305
????????????????????€??????????????????,??????????????????????,???,??€?????????,??????,??????,???,f,?????????,13,3,55,0,5,5,22,space,0.299181834,space,0.434860732,space,0.617041316,space,0.617117105,space,1.900522589,space,2.016921869,None,,f,1,1.467030796,SPR,6,B,,f,59.64905382,1,2017_01_05_1305
?????????????????????????????????,?????????????????????,???,??????,??????,??????,??????,j,??????,11,2,22,0,6,6,5,space,0.333804383,space,0.383709864,space,0.467063559,space,0.883750324,space,2.750484043,space,0.367094309,space,2.333935435,j,1,1.817156262,SPR,6,B,,f,59.64905382,1,2017_01_05_1305
?????????????????????????????????,?????????????????????,???,??????,??????,??????,??????,f,??????,11,2,19,0,7,7,2,space,0.333864777,space,0.633697528,space,0.500508221,space,0.650410978,space,0.4502909,space,0.36701852,space,3.950538201,f,1,0.917094328,SPR,6,B,,f,59.64905382,1,2017_01_05_1305
????????????????????????????????????,????????????????????????,???,??????,??????,????????? ,??????,j,??????,12,2,24,0,8,8,7,space,0.333736883,space,0.317139486,space,0.600432076,space,2.817181525,space,2.317172249,space,0.667254295,space,1.283861008,j,1,1.633894501,SPR,6,B,,f,59.64905382,1,2017_01_05_1305
????????????????????????????€?????€?,?€?????€????????????????,???,??????,?€?????€?,??????,??????,j,??????,12,1,56,0,9,9,15,space,0.333766094,space,0.416784659,space,0.667115348,space,2.367220624,space,2.333795304,space,1.383794337,space,0.650465056,j,1,2.217414182,SPR,6,B,,f,59.64905382,1,2017_01_05_1305
?€???????????????????????????€???,??€??????????€???????,???,??????,??€???,?€????,??????,j,??????,11,2,18,0,10,10,1,space,0.333745173,space,0.48373793,space,0.817231262,space,1.117109013,space,2.683969718,space,2.267296373,space,1.650313478,j,1,1.08376264,SPR,6,B,,f,59.64905382,1,2017_01_05_1305
?????????????€?????????€?????????,?????????????????????,???,?????€,??????,??????,?€????,f,??????,11,2,17,0,11,11,0,space,0.3004363,space,0.383794732,space,0.417107157,None,,space,0.483860692,space,2.100573589,space,3.883658351,f,1,2.967030204,SPR,6,B,,f,59.64905382,1,2017_01_05_1305
????????????????????????????????????,??????????????????????,??????,??????,??????,??????,??????,f,??????,12,3,51,0,12,12,18,space,0.350442438,space,0.400473839,space,0.333920435,space,0.367164966,space,0.300378669,space,0.366939178,space,0.333732147,f,1,1.683949981,SPR,6,B,,f,59.64905382,1,2017_01_05_1305
????€???????????????????????????€???,?????????????????€????,???,??????,?????€???,????€????,??????,j,???,12,3,50,0,13,13,17,space,0.350519806,space,0.283815219,space,0.317079881,space,0.333715568,space,0.317218433,space,0.317086592,space,0.350401386,j,1,0.883671772,SPR,6,B,,f,59.64905382,1,2017_01_05_1305
???????????????????????????????????????,???????????????????????????,???,??????,?????????,?????????,??????,f,??????,13,1,49,0,14,14,8,space,0.267103743,space,0.233747897,space,0.317013171,space,0.300728009,space,0.734636641,space,1.683625904,space,1.517207065,f,1,1.200407445,SPR,6,B,,f,59.64905382,1,2017_01_05_1305
????????????????????€??????????????????,???????????????????,???,???,??????,?????????,??€??????,j,?????????,12,3,52,0,15,15,19,space,0.283846008,space,0.317328959,space,0.383499076,space,0.333857277,space,0.38373789,space,0.350392702,space,0.450513135,j,1,0.833800238,SPR,6,B,,f,59.64905382,1,2017_01_05_1305
???????????????????????????????????????,???????????????????,???,??????,?????????,????????????,??????,j,???,13,3,56,0,16,16,23,space,0.283465879,space,0.250771607,space,0.35030586,space,0.25038832,space,0.283824297,space,0.300369985,space,0.350433754,f,1,4.200568891,SPR,6,B,,f,59.64905382,1,2017_01_05_1305
?????????????????????????????????,?????????????????????,???,??????,??????,??????,??????,f,??????,11,2,23,0,17,17,6,space,0.51722917,space,0.800388734,space,0.533734594,space,0.700410405,space,0.683816955,space,0.533633937,None,,f,1,3.100552668,SPR,6,B,,f,59.64905382,1,2017_01_05_1305
????????€??????????????????????????????,???????????????????,?????????,???,??????,????????€???,??????,f,???,13,3,49,0,18,18,16,space,0.267020849,space,0.883772035,space,0.517179038,space,0.517285222,space,0.400415418,space,3.600587602,space,0.567107414,f,1,2.800739259,SPR,6,B,,f,59.64905382,1,2017_01_05_1305
????????????????????????????????????,?????????????????????,???,?????????,??????,??????,??????,f,??????,12,1,51,0,19,19,10,space,0.283847587,space,0.367137335,space,0.483690956,space,1.267117164,None,,space,1.767143808,space,2.000477234,f,1,1.617093421,SPR,6,B,,f,59.64905382,1,2017_01_05_1305
?????????????????????????????????,?????????????????????,???,??????,??????,??????,??????,f,??????,11,2,21,0,20,20,4,space,0.333725831,space,0.317079092,space,0.65005098,space,0.700490931,space,1.367067072,space,0.617106842,space,1.852550122,f,1,1.000546312,SPR,6,B,,f,59.64905382,1,2017_01_05_1305
????????????????????????????????????,?????????????????????,???,??????,??????,?????????,??????,j,??????,12,1,54,0,21,21,13,space,0.283789166,space,2.417360577,space,1.000391577,space,2.017186341,space,0.600593917,space,0.450546293,space,2.95050978,j,1,2.966962704,SPR,6,B,,f,59.64905382,1,2017_01_05_1305
????€??????????????????????????????????,????€??????????????,?????????,???,??????,????€?,?????????,f,??????,13,3,53,0,22,22,20,space,0.283799429,space,0.300377879,space,0.383817626,space,0.400399629,space,0.400509365,space,0.500475458,space,0.500437563,f,1,3.117185986,SPR,6,B,,f,59.64905382,1,2017_01_05_1305
???????????????????????????????????????,???????????????????????????,???,??????,????????????,??????,??????,f,??????,13,1,53,0,23,23,12,space,0.267095453,space,0.350426254,space,0.317087776,space,0.3336832,space,1.100366748,space,0.500423747,space,2.76713394,f,1,4.833949843,SPR,6,B,,f,59.64905382,1,2017_01_05_1305
????????????????????????????????€???,?????????????????€??????,???,??????,?????€???,??????,??????,f,??????,12,1,57,0,0,0,8,space,0.267251768,space,0.383431971,space,0.550427517,space,3.350475596,space,3.21727563,space,0.71714517,space,1.067143927,f,1,2.216947606,SPR,6,B,,f,59.64905382,1,2017_01_05_1305
?????????????????€??????????????????,???????????€????????????,???,?????????,??????,??????,?????€,f,??????,12,1,61,0,1,1,12,space,0.266986507,space,0.300431958,space,0.417022289,space,3.233799212,space,2.217341156,space,0.333815436,space,1.916821567,f,1,6.467385267,SPR,6,B,,f,59.64905382,1,2017_01_05_1305
???????????€?????????????????????,???????????€?????????,???,??????,??????,??????,??????,f,?????€,11,2,31,0,2,2,6,space,0.283685746,space,0.433832054,space,0.383714601,space,0.733750857,space,2.367542332,space,0.900571536,space,2.684348663,f,1,1.017078579,SPR,6,B,,f,59.64905382,1,2017_01_05_1305
????????????????????????????????????,????????????????????????,???,??????,?????????,??????,??????,f,??????,12,2,29,0,3,3,4,space,0.267044533,space,0.250398188,space,0.300483273,space,0.267081638,space,0.883787429,space,0.333635042,space,0.350530859,f,1,3.067210242,SPR,6,B,,f,59.64905382,1,2017_01_05_1305
?????????????????????????????????,?????????????????????,???,??????,??????,??????,??????,f,??????,11,2,27,0,4,4,2,space,0.233695002,space,0.317142644,space,0.433877448,space,0.300437484,space,0.367125493,space,0.383756837,space,0.433572319,f,1,1.100568852,SPR,6,B,,f,59.64905382,1,2017_01_05_1305
???????????????????????????????????????,??????????????????????,??????,??????,??????,?????????,??????,j,??????,13,3,64,0,5,5,23,space,0.317205012,space,0.350316913,space,0.350434149,space,2.13391483,space,1.050103243,space,1.083861718,None,,j,1,1.800562418,SPR,6,B,,f,59.64905382,1,2017_01_05_1305
????????????????????€?????????????????????,??????????????????????,???,??????,?????????,??????,????????€???,j,??????,12,3,58,0,6,6,17,space,0.450538398,space,0.917026829,space,0.550360018,space,0.733879146,space,0.600409576,space,1.266862955,space,1.08404448,j,1,1.600473918,SPR,6,B,,f,59.64905382,1,2017_01_05_1305
??????????€??????????????????????,??????????€??????????,???,??????,??????,??????,??????,f,????€?,11,2,25,0,7,7,0,space,0.400454497,space,0.483853192,space,1.850353425,space,1.367178782,None,,space,2.184646884,space,2.200605207,f,1,1.58397402,SPR,6,B,,f,59.64905382,1,2017_01_05_1305
????????????????????????????????????,???????????????????????????,???,??????,?????????,??????,??????,j,??????,12,1,64,0,8,8,15,space,0.300477352,space,0.367162203,space,0.483810561,space,0.850522767,space,0.950446228,space,1.567159124,space,1.400400419,j,1,3.450902343,SPR,6,B,,f,59.64905382,1,2017_01_05_1305
?????????????????????????????????,???????????????????,??????,???,??????,??????,?????????,f,???,11,3,59,0,9,9,18,space,0.300531826,space,1.683801166,space,0.417222815,space,0.550544358,space,0.417232288,space,0.617103684,space,0.600428918,f,1,1.267089927,SPR,6,B,,f,59.64905382,1,2017_01_05_1305
??????????????????????€?????????????,????????????????????????,???,????€?,?????????,??????,??????,j,??????,12,2,30,0,10,10,5,space,1.067098138,space,1.750583121,space,0.583920336,space,0.467037901,space,0.900430221,space,0.466958954,None,,j,1,4.167234361,SPR,6,B,,f,59.64905382,1,2017_01_05_1305
????????????????????????????????????,???????????????????????????,???,?????????,??????,??????,??????,j,??????,12,1,62,0,11,11,13,space,0.333834383,space,1.884065322,space,1.38386381,space,1.334083855,space,0.867188058,space,0.500049539,space,1.233875396,j,1,2.700511063,SPR,6,B,,f,59.64905382,1,2017_01_05_1305
????????????????????????????????????,????????????????????????,???,?????????,??????,??????,??????,j,??????,12,1,58,0,12,12,9,space,0.367237203,space,0.350639411,space,0.30039959,space,0.383756443,space,0.733832962,space,0.500424932,space,0.700396195,j,1,1.183956494,SPR,6,B,,f,59.64905382,1,2017_01_05_1305
????????????????????????????€??????????,??????????????????????,?€?,??????,?????????,?????????,??????,j,??????,13,3,62,0,13,13,21,space,0.283785613,space,0.400428445,space,0.400240551,space,0.366994046,space,0.367186282,space,0.367086809,space,0.416946895,j,1,0.95039728,SPR,6,B,,f,59.64905382,1,2017_01_05_1305
?????????????????????????????????,?????????????????????,???,??????,??????,??????,??????,j,??????,11,2,28,0,14,14,3,space,0.317086986,space,0.667077059,space,2.534004198,space,1.517405221,space,1.183482813,space,0.633752002,None,,j,1,3.733853093,SPR,6,B,,f,59.64905382,1,2017_01_05_1305
???????????????????????????????????????,???????????????????,???,??????,??????,?????????,?????????,f,??????,13,3,61,0,15,15,20,space,0.350494938,space,0.4671729,space,0.800446366,space,0.783784232,space,0.633752397,space,0.800579786,space,1.233708423,f,1,2.833863396,SPR,6,B,,f,59.64905382,1,2017_01_05_1305
????????????????????????????????????,????????????????????????,???,?????????,??????,??????,??????,f,??????,12,1,63,0,16,16,14,space,0.267151901,space,0.500383484,space,0.733805725,space,1.200465471,space,0.567057677,space,0.85042053,space,2.383771442,f,1,5.834043,SPR,6,B,,f,59.64905382,1,2017_01_05_1305
????€??????????????????????????€???????,????€?????????????????,????€?,??????,??????,????€????,???,f,?????????,13,3,63,0,17,17,22,space,0.250523319,space,0.283825482,space,0.383788811,space,0.283772192,space,0.283751666,space,0.283690877,space,0.300388537,f,1,0.98377839,SPR,6,B,,f,59.64905382,1,2017_01_05_1305
?????????????????????????????????,?????????????????????,???,??????,??????,??????,??????,j,??????,11,2,26,0,18,18,1,space,0.267078085,space,0.233781054,space,0.267047691,space,0.600450629,space,1.283808113,space,0.300424853,None,,j,1,5.567038335,SPR,6,B,,f,59.64905382,1,2017_01_05_1305
????????????????????????????????????,?????????????????????,???,??????,??????,??????,?????????,j,??????,12,2,32,0,19,19,7,space,0.300480115,space,0.367135756,space,0.683749456,space,2.700680798,space,2.917067487,space,0.433679686,space,3.884102822,j,1,1.767001309,SPR,6,B,,f,59.64905382,1,2017_01_05_1305
